Time(ms),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp_C
977502,5.59,-8.57,1.25,-0.13,0.13,-0.01,41.52
978030,5.27,-8.38,1.07,-0.08,-0.03,-0.02,41.47
978562,5.30,-8.28,1.18,-0.06,-0.01,-0.03,41.42
979089,5.23,-8.33,1.18,-0.10,-0.01,-0.03,41.42
979619,5.60,-8.16,1.68,-0.29,0.28,-0.13,41.38
980144,4.20,-8.03,2.66,-0.01,0.28,-0.15,41.47
980677,4.30,-9.64,2.45,-0.24,0.30,0.16,41.47
981203,6.16,-7.47,2.67,-0.12,-0.16,-0.01,41.47
981735,5.36,-8.12,2.89,-0.39,0.95,-0.46,41.57
982260,5.85,-7.36,3.76,-0.64,0.83,-0.54,41.47
982790,4.62,-6.77,4.58,-0.36,1.29,0.35,41.52
983317,-3.51,-7.16,6.16,-0.14,0.86,0.74,41.42
983849,-3.96,-8.84,4.06,0.12,-0.82,-0.06,41.42
984377,-1.36,-11.41,2.48,-0.43,-1.39,-0.56,41.61
984908,3.10,-9.42,1.14,0.18,-1.28,-0.32,41.52
985438,3.77,-8.50,1.71,-0.03,0.00,-0.04,41.71
985967,4.02,-8.47,2.44,-0.14,-0.02,-0.04,41.57
986498,3.97,-8.88,2.41,-0.04,-0.11,-0.02,41.57
987025,4.25,-8.78,2.29,-0.09,-0.01,-0.00,41.57
987557,4.15,-9.05,2.25,-0.06,-0.04,-0.04,41.47
988083,4.06,-8.74,2.47,-0.05,0.08,-0.00,41.66
988613,4.62,-8.69,2.56,-0.11,0.03,-0.03,41.57
989138,4.76,-8.63,2.60,-0.09,0.04,-0.01,41.61
989714,4.30,-8.41,2.65,-0.14,0.01,-0.01,41.61
990238,4.48,-8.55,2.56,-0.10,0.02,-0.04,41.61
990813,4.41,-8.58,2.70,-0.09,0.04,-0.01,41.61
991340,4.51,-8.65,2.55,-0.12,-0.02,-0.00,41.57
991871,4.53,-8.60,2.51,-0.10,0.03,-0.01,41.57
992400,4.47,-8.62,2.20,-0.12,-0.15,-0.03,41.66
992930,4.70,-8.78,1.92,-0.06,-0.17,0.03,41.75
993460,4.37,-8.85,1.88,-0.03,-0.08,-0.03,41.57
993992,3.63,-8.53,1.41,-0.36,-0.22,-0.03,41.61
994523,3.75,-8.69,1.06,-0.03,-0.12,0.01,41.71
995050,4.19,-8.70,1.20,-0.07,-0.05,-0.02,41.71
995582,4.17,-9.04,1.17,-0.15,0.02,-0.03,41.71
996108,4.36,-8.78,1.15,-0.09,-0.00,-0.02,41.71
996639,4.05,-8.97,1.27,-0.12,-0.00,-0.03,41.61
997164,4.10,-9.01,1.31,0.01,-0.04,-0.02,41.66
997697,3.54,-10.03,0.64,-0.38,0.55,-0.25,41.75
998223,6.38,-7.74,2.64,-0.04,-0.24,0.08,41.66
998754,5.35,-8.37,2.13,0.09,0.18,0.12,41.75
999280,3.92,-7.24,3.15,-0.21,0.12,0.15,41.66
999810,4.63,-8.70,2.77,-0.13,-0.21,0.03,41.71
1000337,4.93,-8.52,2.81,-0.22,0.20,0.05,41.71
1000869,4.69,-8.36,2.81,-0.09,-0.06,-0.03,41.71
1001398,4.80,-8.20,2.89,-0.09,-0.02,-0.04,41.71
1001929,5.10,-8.28,2.94,-0.10,0.06,-0.05,41.71
1002458,5.50,-7.18,2.69,-0.50,0.71,-0.39,41.80
1002987,5.79,-8.54,2.94,-1.01,0.50,-0.60,41.75
1003519,6.61,-6.90,2.67,-0.10,0.07,0.02,41.75
1004046,6.82,-6.99,2.30,-0.12,0.01,0.02,41.75
1004578,6.73,-7.09,2.51,-0.17,0.04,-0.02,41.75
1005104,6.66,-7.04,2.28,-0.13,0.01,-0.03,41.66
1005680,6.93,-7.01,2.44,-0.10,-0.01,-0.01,41.80
1006251,6.90,-6.86,2.20,-0.17,-0.04,-0.05,41.71
1006781,7.24,-7.17,2.33,-0.12,0.03,-0.03,41.80
1007307,6.54,-7.04,2.22,-0.12,-0.03,-0.02,41.75
1007839,7.50,-7.23,2.38,-0.10,-0.10,-0.00,41.66
1008367,6.33,-6.62,2.32,-0.14,-0.06,-0.00,41.75
1008898,6.44,-6.78,2.11,-0.11,-0.03,-0.03,41.75
1009428,6.69,-7.19,2.05,-0.09,0.03,0.01,41.75
1009957,6.68,-7.02,2.09,-0.08,-0.00,-0.00,41.85
1010488,6.68,-7.15,1.97,-0.10,-0.01,-0.02,41.89
1011016,7.26,-6.89,2.27,-0.14,-0.11,-0.06,41.80
1011548,7.84,-6.92,2.26,-0.11,-0.14,-0.01,41.80
1012074,7.30,-6.68,1.99,-0.06,0.22,0.01,41.89
1012604,6.46,-7.16,2.09,-0.04,-0.04,0.01,41.85
1013129,6.66,-7.58,1.98,0.06,-0.03,0.28,41.94
1013660,5.22,-7.59,2.01,-0.12,-0.38,0.35,41.85
1014185,5.17,-8.37,1.86,0.11,-0.34,0.10,41.85
1014718,4.81,-8.13,2.13,-0.12,0.00,0.00,41.85
1015243,4.69,-8.52,2.15,-0.10,-0.01,-0.02,41.85
1015773,4.78,-8.54,2.05,-0.11,-0.02,-0.03,41.89
1016299,4.95,-8.56,2.05,-0.09,0.03,-0.08,41.89
1016831,4.95,-8.49,2.15,-0.09,0.05,-0.03,41.85
1017358,4.88,-8.36,2.41,-0.09,0.01,-0.00,41.89
1017889,5.02,-8.27,2.26,-0.10,0.00,-0.04,41.94
1018419,4.95,-8.27,2.38,-0.12,0.01,-0.02,41.94
1018948,5.22,-8.39,2.28,-0.08,-0.02,-0.01,42.04
1019478,4.98,-8.23,2.29,-0.12,-0.03,-0.04,41.94
1020006,5.11,-8.11,2.27,-0.09,0.03,-0.05,41.94
1020584,5.15,-8.33,2.40,-0.10,-0.01,0.00,41.99
1021110,5.33,-8.35,2.26,-0.08,0.03,-0.01,41.99
1021641,5.28,-8.26,2.29,-0.13,-0.01,-0.01,41.99
1022165,5.15,-8.36,2.11,-0.11,0.05,-0.05,41.89
1022698,5.15,-8.21,2.29,-0.12,-0.04,-0.03,41.94
1023268,5.25,-8.20,2.12,-0.10,-0.01,-0.02,41.94
1023798,5.18,-8.19,2.04,-0.10,0.01,-0.02,41.94
1024325,5.30,-7.96,2.07,-0.10,0.06,-0.05,41.94
1024857,5.96,-8.18,2.34,-0.15,-0.00,-0.00,41.99
1025385,5.66,-8.28,1.93,-0.16,-0.25,-0.01,41.89
1025915,5.90,-8.18,1.33,0.13,-0.16,-0.04,41.99
1026447,5.32,-7.92,1.18,-0.08,-0.04,-0.03,42.04
1026976,5.97,-8.20,1.26,-0.05,-0.11,-0.02,42.04
1027507,5.62,-8.14,1.44,-0.09,0.00,-0.01,42.04
1028034,5.45,-7.96,1.37,-0.12,0.00,-0.01,42.04
1028566,5.60,-8.11,1.26,-0.10,-0.00,-0.00,42.04
1029092,5.60,-8.11,1.25,-0.11,0.02,-0.02,42.04
1029622,5.81,-8.20,1.16,-0.07,0.02,-0.05,42.08
1030147,5.47,-8.15,1.41,-0.14,-0.11,0.01,41.99
1030680,5.85,-8.26,1.44,-0.08,-0.02,-0.03,42.08
1031205,5.77,-8.24,1.53,-0.01,-0.06,0.01,42.08
1031738,5.64,-8.02,1.32,-0.11,0.01,-0.02,42.13
1032263,5.62,-8.09,1.36,-0.12,0.01,-0.02,42.13
1032793,6.21,-6.87,2.04,-0.16,0.05,0.02,42.13
1033319,6.30,-8.65,1.13,-0.14,-0.08,-0.09,42.13
1033851,5.65,-8.13,1.62,-0.10,-0.12,-0.02,42.13
1034379,5.40,-8.33,1.48,-0.11,0.02,-0.04,42.08
1034910,5.82,-8.35,1.32,-0.13,-0.01,-0.00,42.18
1035439,5.51,-8.09,1.47,-0.11,-0.06,-0.02,42.18
1036014,5.55,-8.12,1.40,-0.10,-0.01,-0.01,42.13
1036545,5.75,-8.11,1.76,0.06,0.07,-0.00,42.13
1037072,5.12,-9.21,2.03,0.10,-0.40,0.14,42.13
1037603,5.30,-8.37,2.65,0.13,-0.03,0.82,42.22
1038128,3.34,-9.79,1.72,0.10,-0.67,0.21,42.22
1038660,1.03,-9.15,1.46,-0.06,-0.50,-0.26,42.27
1039184,2.34,-10.14,1.66,0.01,-0.38,-0.23,42.18
1039762,1.31,-9.31,2.98,0.03,-0.12,-0.10,42.22
1040288,3.63,-9.01,2.71,-0.16,-0.36,0.12,42.22
1040818,2.20,-9.70,2.92,0.11,-0.25,-0.19,42.13
1041345,3.08,-9.82,2.44,-0.21,-0.19,-0.07,42.13
1041876,3.05,-7.97,3.29,0.22,1.26,0.20,42.22
1042404,1.04,-9.05,3.60,-0.29,-0.33,-0.36,42.08
1042935,2.38,-11.21,3.82,0.09,0.59,-0.02,42.18
1043464,5.38,-8.56,2.71,-0.15,-0.20,-0.10,42.18
1043993,4.98,-8.18,3.22,0.02,0.07,-0.01,42.18
1044524,4.92,-8.08,3.24,-0.16,-0.08,0.01,42.27
1045051,5.77,-7.68,3.35,-0.05,0.49,0.17,42.22
1045584,-0.95,-17.11,-1.19,1.75,4.19,-1.72,42.22
1046110,-12.45,-11.43,4.83,0.55,-1.59,-0.29,42.22
1046641,0.25,-3.80,6.17,-0.18,-2.16,1.18,42.22
1047166,3.39,-7.21,0.75,-0.89,-0.90,-0.14,42.27
1047698,5.26,-7.81,2.03,0.01,-0.19,-0.06,42.27
1048222,5.31,-7.84,2.73,-0.09,-0.04,0.01,42.37
1048754,5.33,-7.91,2.86,-0.12,0.01,-0.00,42.37
1049280,5.31,-7.77,2.79,-0.09,0.04,-0.08,42.32
1049810,5.43,-8.19,3.15,-0.07,-0.12,-0.02,42.41
1050337,5.95,-8.33,2.63,0.08,-1.37,0.54,42.22
1050870,2.77,-9.67,1.55,0.51,-1.30,0.15,42.32
1051437,5.23,-8.77,1.15,-0.55,0.44,0.02,42.37
1051966,3.70,-8.79,1.28,0.05,-0.19,-0.09,42.27
1052496,4.74,-9.17,1.51,0.01,-0.08,-0.02,42.37
1053024,4.33,-8.84,1.46,-0.05,-0.01,-0.03,42.41
1053556,4.42,-8.83,1.64,0.02,0.03,-0.08,42.32
1054082,5.47,-9.44,1.62,-0.39,0.52,-0.29,42.32
1054613,5.46,-7.69,2.55,-0.14,0.15,-0.15,42.41
1055139,6.01,-7.74,2.34,0.05,-0.10,-0.06,42.37
1055670,5.65,-7.94,2.16,-0.12,0.07,-0.03,42.37
1056194,6.54,-8.03,2.46,-0.11,-0.04,0.02,42.46
1056771,5.72,-7.92,2.08,-0.11,0.11,-0.07,42.32
1057297,5.88,-7.82,2.27,-0.11,0.09,-0.02,42.41
1057829,5.99,-7.64,2.30,-0.10,0.01,-0.02,42.41
1058356,5.57,-8.38,2.48,0.16,0.10,0.11,42.41
1058888,13.94,-6.13,4.23,-0.67,0.44,0.56,42.46
1059417,2.11,-9.05,3.53,-0.03,-0.70,0.38,42.37
1059947,1.13,-11.28,1.16,-0.18,-1.49,-0.45,42.37
1060477,3.90,-7.64,2.20,-0.30,-0.97,-0.09,42.51
1061005,6.68,-8.87,2.17,-0.90,0.22,-0.52,42.41
1061537,4.93,-8.47,4.85,-0.49,0.51,0.52,42.41
1062064,2.43,-8.28,1.90,0.41,-0.38,-0.37,42.41
1062594,4.74,-11.94,2.66,-0.05,0.04,0.22,42.51
1063121,2.47,-7.75,0.86,-0.37,-0.39,0.16,42.37
1063652,4.26,-9.79,2.21,0.26,-0.13,-0.25,42.46
1064177,3.35,-8.55,3.56,-0.27,0.04,-0.06,42.51
1064709,3.45,-6.55,5.15,0.07,0.13,-0.02,42.46
1065234,3.81,-7.15,2.79,0.00,-1.16,-0.48,42.51
1065814,4.73,-7.78,3.32,0.06,0.92,0.18,42.60
1066341,5.82,-9.17,4.71,-0.01,0.14,0.34,42.51
1066918,2.03,-9.76,3.91,-0.12,-0.40,0.18,42.46
1067447,5.57,-12.55,3.22,0.52,-0.46,0.05,42.65
1067976,1.36,-8.58,3.73,-0.29,0.75,-0.02,42.51
1068506,2.84,-9.58,3.33,-0.08,-0.42,0.29,42.51
1069034,1.72,-10.70,2.24,-0.43,-0.00,-0.00,42.51
1069566,5.13,-7.17,1.29,-0.22,-0.35,-0.39,42.60
1070092,7.51,-6.71,0.63,-0.27,0.02,0.42,42.55
1070622,5.84,-8.18,1.05,-0.09,0.18,0.04,42.55
1071148,4.76,-7.35,1.01,-0.07,0.06,-0.14,42.55
1071681,6.02,-8.02,1.04,-0.04,-0.08,-0.03,42.60
1072206,5.19,-8.14,1.00,0.04,0.05,-0.07,42.51
1072738,5.20,-8.54,1.13,-0.12,0.17,0.10,42.60
1073309,5.73,-7.92,1.44,-0.08,-0.12,0.05,42.60
1073841,4.87,-9.65,1.07,0.46,-0.49,-0.36,42.65
1074369,5.95,-7.93,1.05,-0.24,0.24,0.11,42.55
1074900,6.26,-8.45,1.22,-0.08,0.05,-0.01,42.65
1075430,5.83,-8.19,1.37,-0.12,-0.01,0.06,42.60
1075959,4.77,-7.96,1.43,0.01,-0.16,0.05,42.51
1076489,6.28,-7.97,0.68,0.03,0.15,-0.07,42.69
1077017,4.38,-7.95,1.37,-0.08,0.06,-0.12,42.60
1077550,5.71,-8.42,1.11,-0.07,0.01,-0.02,42.55
1078077,5.28,-8.37,1.13,-0.01,-0.14,-0.01,42.55
1078607,3.93,-8.32,1.50,0.00,0.03,0.46,42.55
1079133,2.16,-10.02,2.48,-0.37,0.36,-0.15,42.60
1079664,1.72,-8.64,2.91,-0.01,-0.17,-0.23,42.69
1080188,2.23,-8.79,2.67,-0.13,-0.29,-0.19,42.60
1080720,3.64,-9.52,1.71,0.06,0.20,-0.17,42.74
1081245,5.33,-9.40,3.70,-0.37,0.23,-0.23,42.65
1081776,6.10,-7.65,0.95,0.15,-0.43,-0.04,42.65
1082302,4.51,-9.14,0.85,0.25,-0.21,0.08,42.65
1082832,6.85,-8.76,1.20,-0.31,-0.08,-0.02,42.69
1083360,5.55,-7.69,1.49,-0.12,0.05,-0.14,42.69
1083891,4.78,-8.02,1.23,-0.06,0.09,-0.11,42.60
1084420,5.78,-7.46,1.41,-0.07,0.12,-0.08,42.60
1084950,6.00,-7.84,1.58,-0.10,0.04,-0.02,42.74
1085480,6.11,-8.18,1.38,-0.02,-0.16,-0.04,42.65
1086008,6.26,-7.85,1.55,-0.06,-0.02,-0.04,42.55
1086539,5.88,-7.88,1.57,-0.11,0.03,-0.02,42.79
1087067,6.16,-7.76,1.70,-0.12,-0.00,-0.04,42.79
1087597,6.04,-7.74,1.55,-0.10,0.02,-0.01,42.60
1088123,6.16,-7.82,1.53,-0.09,0.00,-0.05,42.74
1088655,6.16,-7.64,1.60,-0.11,0.04,-0.03,42.74
1089179,6.03,-7.86,1.54,-0.13,-0.04,-0.03,42.74
1089711,6.01,-7.56,1.67,-0.13,0.06,0.01,42.74
1090281,6.06,-7.84,1.60,-0.10,-0.01,-0.01,42.69
1090811,6.60,-7.41,1.36,-0.30,0.19,-0.03,42.69
1091339,7.36,-8.00,1.80,-0.15,0.09,-0.06,42.88
1091871,6.27,-7.58,1.68,-0.04,0.01,-0.02,42.74
1092399,5.75,-7.13,1.40,-0.23,0.02,-0.04,42.74
1092929,6.40,-6.43,1.77,-0.10,-0.03,0.02,42.74
1093459,5.61,-7.73,1.50,-0.16,-0.06,-0.03,42.79
1093989,5.97,-7.32,1.50,-0.11,0.09,0.02,42.79
1094520,5.76,-7.38,1.51,-0.13,0.02,-0.00,42.88
1095047,6.21,-7.77,1.56,-0.12,-0.00,-0.01,42.84
1095580,6.32,-7.62,1.58,-0.11,-0.01,-0.01,42.74
1096106,5.92,-7.82,1.41,-0.10,-0.02,-0.03,42.84
1096721,6.36,-7.57,1.44,-0.11,-0.00,-0.02,42.79
1097246,6.43,-7.63,1.58,-0.03,-0.17,-0.01,42.79
1097777,6.91,-7.56,1.86,-0.03,-0.29,0.04,42.74
1098303,5.59,-7.57,1.13,-0.19,0.00,-0.04,42.84
1098832,5.53,-8.37,1.30,-0.11,-0.14,-0.03,42.84
1099360,6.43,-7.64,1.47,-0.11,-0.01,-0.01,42.79
1099892,6.92,-7.54,1.37,-0.10,0.08,-0.14,42.79
1100420,6.19,-7.63,1.37,-0.06,0.06,-0.04,42.79
1100949,6.22,-7.52,1.43,-0.29,0.24,0.04,42.98
1101479,6.35,-7.61,1.77,-0.01,-0.02,-0.01,42.84
1102007,6.37,-7.44,1.72,-0.08,0.01,-0.01,42.84
1102538,6.64,-7.14,1.79,-0.12,-0.02,-0.02,42.84
1103065,6.33,-7.60,1.71,-0.12,-0.01,-0.03,42.98
1103595,6.48,-7.39,1.77,-0.16,0.03,-0.01,42.88
1104121,6.47,-7.53,1.64,-0.10,0.02,-0.01,42.88
1104652,6.44,-7.47,1.72,-0.10,0.01,-0.02,42.88
1105176,7.33,-7.22,1.68,-0.23,-0.01,-0.10,42.93
1105709,6.97,-7.18,1.70,-0.32,0.48,-0.16,42.84
1106234,6.59,-7.45,2.88,-0.32,0.42,-0.14,42.93
1106803,6.88,-6.67,3.16,-0.08,-0.06,-0.06,42.98
1107330,6.83,-6.71,3.02,-0.12,-0.00,-0.01,42.88
1107863,6.79,-6.70,3.11,-0.12,-0.02,-0.01,42.84
1108391,6.71,-7.09,2.66,-0.09,-0.01,0.04,42.93
1108921,5.62,-7.02,2.67,-0.08,-0.25,0.21,42.84
1109450,6.67,-7.62,2.09,0.01,-0.38,0.14,42.93
1109979,6.21,-7.76,1.23,-0.09,-0.06,-0.02,42.88
1110510,5.91,-7.89,1.49,-0.10,-0.01,-0.01,42.98
1111039,6.15,-7.80,1.52,-0.05,-0.01,-0.03,42.88
1111571,6.04,-7.85,1.59,-0.08,0.04,-0.02,42.84
1112098,5.70,-7.63,1.32,-0.10,-0.06,0.07,42.84
1112628,5.74,-8.05,1.39,-0.05,-0.33,0.19,42.93
1113153,4.24,-6.99,0.82,-0.25,-0.59,0.32,42.98
1113685,9.51,-10.20,3.59,-0.54,0.30,0.25,42.88
1114210,5.28,-7.31,2.15,-0.13,0.34,-0.15,42.98
1114741,4.91,-8.43,2.32,0.12,-0.05,0.10,43.02
1115312,4.06,-8.96,1.36,-0.19,0.11,-0.02,42.93
1115845,2.05,-9.56,1.18,-0.12,-0.15,-0.08,42.98
1116418,3.73,-9.11,1.18,-0.09,-0.01,0.01,42.98
1116949,4.28,-9.05,1.29,-0.10,-0.05,-0.03,42.88
1117524,3.98,-9.11,1.37,-0.11,-0.03,0.01,43.02
1118051,4.43,-8.76,1.28,-0.11,-0.01,-0.06,43.02
1118625,4.81,-8.44,1.97,-0.03,-0.11,0.03,42.98
1119150,4.24,-8.97,1.94,-0.04,-0.15,-0.04,42.98
1119726,3.73,-9.86,0.96,-0.01,0.39,0.47,42.98
1120252,-1.92,-15.10,1.87,-0.80,-0.39,-1.25,43.02
1120782,5.73,-3.96,0.59,-1.93,-1.32,1.17,43.02
1121308,-0.86,-10.89,5.07,-0.46,0.11,0.09,42.98
1121840,2.90,-6.87,4.01,0.17,-0.39,0.19,42.98
1122369,1.06,-9.00,3.55,-0.10,0.15,0.17,42.98
1122900,1.60,-9.37,3.22,-0.12,0.00,-0.05,43.07
1123429,3.04,-8.91,3.39,-0.07,0.71,-0.58,43.02
1124003,3.09,-8.23,5.96,-0.07,1.71,-1.25,43.12
1124538,-0.24,-7.06,7.57,-1.14,1.83,-1.98,42.98
1125065,-2.52,-3.53,9.06,0.21,-0.88,1.51,43.07
1125594,2.78,-7.24,7.31,-0.01,-0.80,0.45,43.07
1126120,1.68,-7.50,5.98,-0.32,0.13,0.21,43.12
1126651,-0.83,-9.04,5.64,-0.28,0.30,-0.07,43.02
1127175,0.04,-6.29,6.07,-0.06,-0.92,-0.25,43.02
1127707,1.08,-7.52,4.00,0.04,-0.73,-0.10,43.07
1128234,3.77,-9.23,3.49,0.35,0.00,0.34,42.98
1128765,2.60,-7.92,3.62,0.09,-0.27,-0.13,42.98
1129291,2.47,-8.93,4.82,-0.20,-0.73,-0.28,43.12
1129821,2.43,-8.80,3.53,-0.06,-0.42,0.50,43.02
1130348,-5.94,-11.94,2.16,-0.73,-0.99,1.16,43.17
1130879,-2.10,-7.78,1.29,-0.18,2.54,-0.27,43.07
1131408,-0.06,-10.38,-0.50,0.44,1.76,-0.06,43.07
1131938,3.84,-8.41,1.11,-0.49,0.30,-0.74,43.07
1132469,5.84,-8.18,2.51,0.24,1.26,0.46,43.12
1132997,4.19,-7.97,2.70,-0.12,-0.56,-0.09,43.02
1133528,4.56,-9.96,1.89,-0.06,0.13,-0.05,43.12
1134056,3.73,-8.88,2.34,-0.01,0.05,0.01,43.17
1134589,3.21,-9.22,2.78,-0.13,0.03,0.01,43.07
1135159,3.35,-8.92,3.11,-0.17,-0.07,-0.05,43.12
1135691,3.89,-8.67,3.34,-0.26,0.51,-0.12,43.12
1136215,3.81,-8.73,4.13,-0.30,0.97,-0.90,43.02
1136747,4.20,-5.62,5.42,-0.93,0.91,-0.91,43.17
1137273,4.98,-8.03,6.99,-0.52,1.11,0.18,43.17
1137803,0.65,-5.75,5.84,-0.03,0.13,-0.34,43.07
1138330,2.35,-7.33,7.11,0.06,0.32,0.08,43.12
1138862,1.05,-6.43,5.77,0.16,0.26,-0.14,43.21
1139391,0.02,-9.73,6.90,-0.23,0.72,0.08,43.26
1139921,1.36,-9.32,6.41,-0.89,-0.11,-0.12,43.07
1140498,1.69,-8.82,4.34,0.02,0.28,-0.03,43.26
1141026,-0.76,-7.25,5.04,0.25,0.10,0.21,43.17
1141558,-0.23,-10.04,5.23,-0.28,0.04,-0.37,43.12
1142085,2.68,-11.82,4.47,-0.25,0.10,-0.20,43.12
1142615,1.69,-10.30,3.47,-0.34,-0.25,0.05,43.17
1143140,3.10,-7.52,5.42,-0.24,0.20,-0.47,43.26
1143671,3.18,-8.45,3.56,-0.24,0.93,-0.25,43.17
1144195,5.04,-7.52,4.81,-0.64,0.63,-0.69,43.17
1144728,3.59,-8.21,5.52,-0.13,0.06,-0.05,43.12
1145254,3.76,-7.46,4.95,-0.03,-0.21,0.02,43.21
1145784,5.26,-7.44,4.81,-0.06,-0.09,0.04,43.26
1146310,5.42,-7.40,4.75,-0.19,0.24,-0.00,43.17
1146842,5.02,-7.44,4.70,-0.07,0.00,-0.01,43.35
1147370,5.33,-7.76,4.59,-0.11,0.00,-0.01,43.12
1147901,4.66,-7.41,4.55,-0.11,-0.02,-0.02,43.21
1148431,5.09,-7.33,4.41,-0.14,0.01,-0.02,43.17
1148960,5.13,-7.77,4.31,-0.04,-0.08,0.02,43.07
1149490,6.60,-6.73,4.45,0.08,0.64,-0.05,43.17
1150062,-9.99,-12.18,7.85,-1.83,2.32,-1.32,43.31
1150591,0.53,-5.75,4.26,-0.20,-1.38,0.94,43.21
1151117,3.05,-8.32,3.58,-0.39,-1.31,0.22,43.21
1151648,2.73,-7.91,4.74,-0.25,-0.37,0.07,43.35
1152172,3.66,-9.20,3.68,0.04,-0.13,0.01,43.17
1152705,3.48,-8.37,3.84,-0.07,0.01,-0.01,43.26
1153230,3.51,-8.63,3.92,-0.08,0.02,-0.02,43.31
1153761,3.45,-8.64,3.90,-0.13,-0.04,-0.01,43.21
1154287,3.62,-8.66,3.92,-0.08,0.00,-0.01,43.21
1154817,3.55,-8.63,3.95,-0.09,-0.03,-0.00,43.26
1155344,3.64,-8.36,4.15,0.03,-0.06,-0.06,43.17
1155875,3.87,-7.23,4.46,-0.41,0.77,-0.73,43.26
1156405,3.88,-7.86,5.48,-0.25,0.37,-0.26,43.31
1156936,4.27,-7.25,5.53,-0.06,-0.03,0.02,43.21
1157512,4.45,-7.32,5.41,-0.10,0.02,-0.02,43.26
1158040,4.44,-7.57,5.30,-0.13,0.04,-0.02,43.26
1158572,4.25,-7.42,5.17,-0.09,-0.02,-0.01,43.26
1159098,4.43,-7.43,5.23,-0.08,-0.02,-0.01,43.31
1159629,4.72,-7.46,5.29,-0.13,0.03,-0.04,43.21
1160154,4.87,-7.32,5.27,-0.07,-0.04,-0.00,43.40
1160687,4.79,-7.16,5.19,-0.11,-0.02,-0.04,43.35
1161212,4.30,-7.01,5.10,-0.14,-0.13,-0.02,43.35
1161743,5.25,-7.24,5.13,-0.17,0.03,-0.07,43.31
1162270,4.93,-7.14,5.07,-0.10,-0.02,-0.02,43.31
1162800,5.03,-7.23,5.11,-0.10,-0.04,-0.01,43.35
1163327,5.08,-7.19,5.05,-0.09,-0.05,-0.02,43.26
1163859,4.95,-7.30,4.97,-0.09,-0.03,0.01,43.35
1164387,5.75,-7.63,5.61,0.06,-0.40,0.28,43.35
1164963,3.52,-7.65,4.27,0.06,-0.89,0.29,43.31
1165493,6.34,-10.12,2.84,-0.07,-0.14,0.34,43.31
1166021,3.20,-8.95,2.54,0.06,-0.45,0.07,43.26
1166553,3.46,-9.19,3.03,-0.19,1.34,-0.46,43.45
1167079,0.74,-7.97,6.74,-0.48,0.79,-0.50,43.35
1167609,3.22,-7.82,4.24,-0.10,-0.32,-0.03,43.21
1168135,3.62,-9.15,4.39,0.25,-0.03,0.03,43.40
1168667,3.03,-9.02,3.27,0.03,0.28,-0.34,43.49
1169191,6.05,-9.28,2.65,-0.40,0.71,-0.17,43.35
1169723,2.65,-8.04,6.22,-0.34,-0.03,-0.36,43.35
1170248,7.78,-8.32,4.45,-0.63,0.04,-0.06,43.35
1170779,4.25,-7.74,4.14,-0.24,0.18,-0.23,43.40
1171305,3.22,-9.83,2.47,0.02,-0.05,-0.05,43.40
1171837,2.69,-8.55,4.72,-0.43,0.03,-0.06,43.35
1172365,3.61,-8.89,3.54,-0.57,0.00,0.01,43.35
1172897,3.79,-3.49,-1.49,0.92,4.37,1.45,43.35
1173427,3.05,-8.63,3.31,-0.08,-1.20,-0.63,43.40
1174001,3.55,-11.43,4.41,-0.13,0.12,0.10,43.31
1174532,3.21,-5.78,0.40,-0.34,-0.26,-0.49,43.35
1175059,6.30,-7.27,1.72,-0.12,-0.21,-0.10,43.45
1175589,6.57,-7.98,1.32,-0.21,0.25,-0.10,43.35
1176115,5.81,-7.84,2.20,-0.22,0.16,0.02,43.40
1176646,6.34,-7.66,2.36,-0.15,0.06,-0.06,43.40
1177171,5.72,-7.96,2.02,-0.12,-0.14,-0.00,43.45
1177703,5.99,-7.58,1.99,-0.11,0.04,-0.02,43.45
1178228,5.50,-7.66,2.07,-0.08,-0.01,0.02,43.54
1178759,5.89,-6.57,2.58,-0.12,0.02,0.02,43.40
1179286,5.55,-7.93,2.04,-0.13,-0.03,-0.01,43.40
1179816,5.94,-7.45,1.96,-0.10,0.19,-0.02,43.40
1180389,5.66,-8.10,2.12,-0.04,-0.09,0.04,43.45
1180920,5.37,-7.59,2.12,-0.07,0.02,-0.05,43.45
1181449,5.84,-8.04,1.90,-0.07,0.13,-0.02,43.40
1181978,5.65,-7.71,2.05,-0.15,-0.21,-0.03,43.40
1182509,5.84,-7.98,1.97,-0.09,0.02,-0.02,43.45
1183036,6.13,-8.10,2.16,-0.10,-0.07,-0.02,43.45
1183568,5.76,-8.11,2.01,-0.10,0.06,-0.01,43.45
1184094,5.84,-8.22,1.94,-0.08,-0.16,-0.06,43.40
1184625,6.32,-7.48,2.09,-0.11,0.01,-0.07,43.40
1185151,6.26,-7.89,1.90,-0.13,0.05,-0.03,43.49
1185683,5.61,-7.56,1.65,-0.13,0.09,-0.01,43.54
1186207,5.92,-7.85,1.90,-0.10,0.03,-0.02,43.45
1186738,5.83,-7.95,1.86,-0.11,-0.00,0.00,43.45
1187263,5.79,-7.90,1.81,-0.12,-0.02,-0.02,43.49
1187793,5.83,-8.07,1.92,-0.11,0.01,-0.01,43.54
1188319,5.91,-7.61,1.82,-0.14,0.02,0.00,43.45
1188851,6.48,-8.02,1.88,-0.08,-0.14,-0.02,43.45
