Time(ms),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp_C
543484,5.28,-7.87,2.09,0.40,-0.88,0.12,37.80
544012,4.07,-8.02,0.45,-0.58,-0.52,0.37,37.71
544544,-3.04,-3.40,-4.19,-0.14,-3.73,-0.22,37.80
545070,1.65,-10.77,1.37,0.06,0.23,0.09,37.80
545600,4.47,-8.31,-0.48,0.01,0.91,-0.59,37.75
546126,4.80,-8.18,0.98,0.03,-0.02,-0.03,37.89
546657,6.08,-8.26,1.07,-0.07,0.07,-0.02,37.75
547181,5.77,-7.99,1.04,-0.09,-0.03,-0.06,37.75
547713,6.32,-7.90,1.02,-0.12,0.02,-0.03,37.80
548238,5.93,-8.12,0.95,-0.12,-0.08,0.01,37.80
548768,6.35,-7.93,1.19,-0.14,0.02,-0.03,37.80
549294,6.21,-7.87,0.76,-0.11,-0.00,-0.04,37.89
549826,6.58,-7.67,1.23,-0.10,-0.07,-0.02,37.89
550354,7.25,-7.32,1.19,-0.10,-0.06,-0.06,37.85
550885,6.61,-7.45,0.98,-0.13,0.06,-0.02,37.85
551414,6.34,-7.28,0.92,-0.08,0.05,-0.03,37.85
551943,6.68,-7.32,0.98,-0.08,-0.00,-0.04,37.85
552519,7.44,-6.90,1.40,-0.16,0.34,-0.13,37.80
553046,5.27,-8.89,1.54,-0.74,1.05,-0.02,37.89
553579,6.28,-6.52,2.57,-0.08,-0.10,-0.02,37.89
554143,4.97,-7.53,2.17,-0.06,0.12,-0.05,37.89
554675,6.63,-7.61,2.35,-0.05,-0.06,0.01,37.89
555199,6.48,-7.33,2.17,-0.05,0.02,-0.03,37.85
555730,5.81,-3.78,3.34,-0.09,1.81,0.21,37.89
556255,-19.61,-17.13,-4.08,-1.37,4.37,-0.53,37.85
556785,-3.12,-11.07,2.75,-0.42,-2.85,-1.13,37.85
557311,5.62,-7.05,-0.38,0.52,-1.98,0.48,37.89
557843,4.21,-9.03,0.70,0.01,-0.29,-0.28,37.89
558371,4.45,-8.94,1.16,-0.10,-0.03,0.01,37.89
558903,4.59,-8.95,1.26,-0.12,0.05,-0.00,37.89
559433,4.50,-8.98,1.04,-0.09,-0.05,0.00,37.89
559962,5.12,-8.98,1.34,-0.10,-0.11,-0.03,37.85
560492,4.55,-8.82,1.12,-0.08,-0.02,-0.03,37.89
561020,4.98,-9.15,1.30,-0.12,0.04,0.04,37.94
561552,4.28,-11.60,1.55,-0.18,-0.04,-0.11,37.94
562078,4.17,-9.14,1.32,-0.11,-0.07,-0.04,37.89
562608,4.61,-8.84,1.40,-0.10,0.02,-0.01,37.89
563134,3.50,-7.75,0.29,-0.04,-0.32,-0.06,37.89
563665,6.49,-8.66,1.38,-0.65,1.21,-0.32,37.99
564189,0.86,-9.81,2.38,-0.18,0.53,-0.21,37.89
564721,3.26,-7.96,2.84,-0.28,0.22,-0.39,37.94
565247,2.39,-8.12,4.54,0.00,-0.37,0.19,38.04
565777,2.18,-7.23,2.87,-0.69,0.52,0.06,37.94
566303,4.80,-7.86,4.31,-0.31,-0.21,0.03,37.94
566835,1.19,-10.23,2.60,0.06,0.05,-0.11,37.94
567403,3.17,-8.47,4.54,-0.19,0.03,0.07,37.99
567932,4.11,-6.64,3.68,0.07,-0.40,0.28,38.08
568462,4.91,-7.22,2.03,0.01,-0.70,-0.25,37.99
568990,4.91,-8.32,1.70,0.49,-0.00,0.12,38.08
569521,6.29,-8.94,1.49,-0.31,-0.18,-0.25,38.04
570048,2.41,-9.14,0.77,0.04,-0.50,0.24,37.99
570623,0.55,-10.80,1.13,0.10,-0.79,-0.20,38.04
571149,5.28,-8.79,0.24,0.04,-0.01,0.10,38.04
571681,1.87,-11.03,-6.87,-0.29,-4.37,0.80,38.13
572205,-2.91,-9.18,-5.56,1.48,3.02,-0.78,38.04
572736,5.73,-10.78,0.19,-0.04,0.63,-0.12,37.99
573261,3.44,-8.52,-0.89,-0.32,0.08,-0.14,38.08
573790,4.29,-9.00,-0.66,-0.09,0.13,-0.06,38.08
574316,3.94,-9.05,-0.69,-0.10,0.02,-0.05,38.08
574847,3.89,-8.83,-0.84,-0.00,-0.01,-0.01,38.08
575376,4.54,-8.72,-0.58,-0.12,0.08,-0.05,38.04
575906,4.60,-8.72,-0.22,-0.13,0.07,-0.00,38.13
576436,3.89,-8.85,-0.27,-0.19,-0.01,-0.04,38.04
576965,3.81,-8.39,-0.24,-0.19,0.05,-0.00,38.13
577495,4.80,-7.75,-1.09,-0.14,0.72,-0.00,38.08
578022,2.73,-9.27,-0.14,-0.13,0.45,0.03,38.18
578554,5.59,-9.04,0.39,-0.87,0.69,-0.29,38.08
579080,4.42,-8.53,0.31,-0.25,-0.15,0.02,37.99
579611,5.07,-8.56,0.33,-0.09,-0.01,-0.02,38.18
580136,4.95,-8.58,0.02,0.02,0.00,0.04,38.13
580667,5.03,-7.98,0.20,-0.16,0.02,-0.07,38.13
581191,4.20,-8.95,0.25,-0.13,0.01,-0.02,38.04
581722,5.37,-8.80,0.39,-0.04,-0.07,0.01,38.13
582248,4.94,-8.54,0.16,-0.10,0.02,-0.01,38.22
582823,4.94,-8.61,0.21,-0.09,0.01,-0.01,38.13
583350,4.43,-8.08,0.20,-0.05,-0.10,-0.04,38.18
583882,5.29,-9.13,0.55,-0.05,-0.16,-0.03,38.18
584410,4.48,-8.64,0.06,-0.16,0.06,-0.02,38.18
584939,4.57,-8.80,0.05,-0.03,-0.06,-0.02,38.18
585469,5.42,-8.67,0.25,-0.08,0.18,-0.03,38.18
585997,3.77,-7.59,0.19,-0.52,1.72,-0.17,38.22
586528,6.23,-8.95,1.85,-0.07,-0.11,0.13,38.18
587055,7.10,-6.75,1.53,-0.12,0.08,0.01,38.13
587631,5.81,-7.88,1.04,-0.07,0.03,-0.03,38.22
588157,5.33,-8.11,1.25,-0.13,0.04,-0.01,38.13
588688,5.42,-8.00,1.21,-0.08,-0.02,-0.01,38.13
589212,6.23,-8.29,1.41,-0.11,0.00,-0.04,38.18
589743,6.00,-7.93,1.31,-0.10,-0.02,-0.02,38.18
590268,5.78,-7.85,1.27,-0.10,-0.03,-0.03,38.18
590797,6.32,-7.72,1.44,-0.20,0.05,-0.03,38.27
591324,5.82,-8.00,1.17,-0.09,0.01,-0.02,38.18
591855,6.35,-7.76,1.20,-0.05,-0.01,0.00,38.13
592384,6.53,-7.84,1.08,-0.09,-0.03,0.00,38.22
592914,6.35,-7.67,1.19,-0.09,-0.02,-0.03,38.32
593443,5.89,-7.39,0.83,-0.05,0.04,0.06,38.22
593973,6.95,-7.86,0.07,0.66,-1.65,0.20,38.22
594503,3.63,-8.98,-2.04,0.07,-0.41,-0.04,38.27
595030,3.86,-9.38,-1.38,0.06,0.15,-0.09,38.18
595562,4.61,-8.80,-0.53,-0.12,0.32,0.01,38.27
596088,-1.82,-8.08,-0.56,-0.04,0.94,-0.25,38.27
596621,4.89,-8.65,0.48,-0.13,0.05,-0.18,38.37
597146,5.64,-8.43,0.30,-0.01,-0.10,-0.01,38.32
597716,5.24,-8.51,0.21,-0.08,0.05,-0.07,38.22
598241,5.06,-8.50,0.28,-0.10,0.02,-0.03,38.27
598771,4.97,-8.10,0.20,-0.13,0.09,-0.04,38.32
599297,5.12,-8.53,0.14,-0.18,0.03,-0.08,38.22
599830,5.37,-8.42,0.46,-0.14,0.01,-0.04,38.22
600357,5.27,-8.32,0.37,-0.05,-0.05,-0.02,38.27
600889,5.67,-8.44,0.54,-0.09,0.02,0.02,38.37
601418,5.90,-8.33,0.59,-0.06,0.01,-0.00,38.27
601947,5.55,-8.23,0.48,-0.06,0.03,-0.01,38.37
602477,5.57,-8.67,0.46,-0.15,0.01,-0.04,38.37
603005,5.44,-8.07,0.53,-0.13,-0.00,-0.02,38.27
603536,6.78,-7.09,0.82,-0.33,0.26,-0.20,38.41
604108,5.66,-7.93,1.38,-0.10,0.19,-0.02,38.32
604639,6.49,-7.49,1.13,-0.08,0.01,-0.02,38.41
605164,6.20,-7.87,0.98,-0.11,0.08,-0.02,38.32
605697,6.80,-7.63,1.00,-0.07,-0.01,-0.01,38.32
606221,6.37,-7.72,1.02,-0.13,-0.01,-0.01,38.32
606752,6.52,-7.77,1.16,-0.07,-0.02,-0.01,38.27
607277,6.35,-7.55,1.07,-0.08,-0.04,-0.02,38.37
607806,7.05,-7.46,1.12,-0.07,0.02,-0.01,38.37
608333,6.55,-7.56,0.79,-0.03,0.04,-0.01,38.37
608865,5.09,-6.81,1.45,0.21,-1.01,0.21,38.37
609393,4.25,-8.74,-1.10,0.65,-1.99,0.03,38.46
609923,3.55,-9.25,-3.69,0.76,0.22,0.38,38.37
610453,-19.61,-8.65,-9.05,0.28,4.37,-0.33,38.41
610983,4.47,-9.79,-0.90,-0.16,0.05,-0.06,38.32
611514,3.78,-10.48,0.29,-0.39,-0.23,0.05,38.41
612041,4.58,-8.81,0.43,-0.13,0.12,0.15,38.32
612573,5.35,-8.24,1.07,-0.10,-0.30,0.17,38.41
613145,4.56,-8.49,0.79,-0.20,0.06,-0.05,38.51
613677,4.31,-8.63,1.15,-0.11,0.04,0.01,38.37
614201,4.39,-8.97,0.90,-0.09,0.00,0.03,38.37
614732,5.01,-7.65,1.20,-0.16,0.04,0.04,38.46
615257,2.49,-6.47,1.15,-0.23,0.38,0.59,38.37
615787,5.16,-7.79,1.14,-0.01,-0.17,-0.22,38.46
616313,3.32,-8.42,1.03,-0.15,0.18,0.13,38.41
616846,4.32,-8.92,0.94,-0.16,0.09,-0.10,38.46
617375,4.64,-8.76,1.24,-0.10,0.01,0.01,38.41
617905,5.51,-8.88,0.91,-0.00,-0.05,-0.01,38.41
618434,4.71,-8.65,0.59,-0.10,0.05,-0.05,38.51
618963,4.91,-8.96,0.40,-0.14,0.01,0.00,38.41
619493,5.25,-8.41,0.84,-0.08,-0.04,-0.02,38.55
620021,4.91,-8.65,1.09,-0.17,0.05,-0.03,38.55
620552,4.93,-8.68,0.61,-0.18,0.01,-0.04,38.46
621123,4.76,-8.79,0.61,-0.09,-0.08,-0.05,38.46
621655,5.24,-7.94,0.50,-0.06,0.21,-0.01,38.46
622179,5.13,-8.30,0.80,-0.08,-0.01,0.02,38.55
622711,5.05,-8.40,0.69,-0.11,-0.02,-0.02,38.37
623236,5.53,-8.42,0.70,-0.07,-0.04,0.01,38.51
623766,5.55,-8.82,0.60,-0.14,0.07,-0.02,38.55
624292,5.37,-8.39,0.88,-0.10,0.06,0.00,38.51
624824,5.49,-8.22,0.97,-0.15,-0.02,-0.01,38.60
625351,4.17,-8.00,0.67,-0.16,-0.80,0.16,38.51
625883,4.30,-8.30,-0.75,-0.04,-0.22,-0.10,38.60
626412,5.94,-9.73,-0.27,-0.03,0.56,-0.00,38.60
626941,3.77,-9.77,0.17,0.02,-0.13,-0.06,38.55
627471,3.67,-8.29,0.14,-0.13,0.03,-0.04,38.46
628044,4.04,-9.08,-0.00,-0.02,-0.06,-0.02,38.55
628577,4.07,-8.97,-0.01,-0.08,-0.01,-0.03,38.55
629103,3.92,-8.76,-0.17,-0.06,-0.04,-0.04,38.55
629634,4.11,-8.92,0.04,-0.08,-0.01,-0.03,38.65
630159,4.23,-8.77,-0.08,-0.06,-0.01,-0.04,38.55
630690,4.24,-9.23,0.02,-0.12,0.03,0.00,38.55
631214,4.23,-8.80,-0.11,-0.05,-0.02,-0.01,38.60
631745,4.20,-8.87,-0.09,-0.09,0.00,-0.04,38.60
632271,4.40,-8.94,0.07,-0.19,0.03,-0.02,38.60
632803,4.53,-8.88,-0.11,-0.12,0.00,-0.01,38.51
633330,4.43,-8.84,0.01,-0.13,0.02,-0.02,38.51
633861,4.89,-8.73,0.15,-0.13,0.20,0.02,38.60
634391,5.64,-9.23,-2.00,0.12,1.46,-0.35,38.65
634921,2.12,-9.77,0.03,-0.14,0.75,-0.43,38.55
635450,5.17,-8.32,0.47,-0.04,0.19,0.04,38.65
635978,5.55,-7.25,1.23,-0.04,0.03,-0.08,38.55
636509,6.72,-7.73,0.85,-0.06,0.00,0.00,38.55
637036,6.11,-7.52,0.91,-0.14,0.06,-0.04,38.55
637611,6.45,-7.63,0.90,-0.15,-0.00,-0.02,38.65
638136,6.63,-8.26,0.75,-0.11,0.01,-0.06,38.60
638668,6.28,-7.58,0.95,-0.21,0.12,-0.03,38.60
639192,5.95,-7.73,0.78,-0.20,0.27,0.12,38.69
639723,6.10,-7.91,1.39,-0.08,-0.01,-0.05,38.69
640249,6.71,-7.69,1.23,-0.13,-0.02,-0.03,38.60
640779,5.94,-7.88,1.21,-0.13,-0.02,-0.03,38.69
641305,5.99,-7.89,1.19,-0.06,-0.03,-0.03,38.69
641836,6.05,-8.02,1.34,-0.10,0.00,-0.04,38.65
642363,6.07,-7.89,1.26,-0.10,-0.01,-0.02,38.65
642939,6.06,-7.73,1.26,-0.16,0.00,-0.02,38.65
643469,5.99,-7.99,1.01,-0.09,0.04,-0.02,38.74
643997,6.13,-7.70,1.13,-0.10,0.00,-0.02,38.55
644528,6.30,-7.74,1.18,-0.11,-0.00,-0.01,38.65
645054,6.11,-7.79,1.13,-0.11,0.00,-0.02,38.74
645584,5.93,-7.58,1.08,-0.10,-0.03,-0.02,38.65
646109,4.65,-9.45,0.49,-0.02,-0.27,0.08,38.69
646639,4.93,-7.68,0.41,0.34,-0.78,0.33,38.74
647164,4.02,-8.22,-0.60,-0.21,-0.47,0.01,38.60
647695,4.47,-8.68,0.16,-0.20,0.13,0.01,38.69
648219,3.66,-8.78,-0.84,-0.08,0.16,-0.14,38.60
648750,5.52,-8.29,0.10,0.12,-0.08,0.00,38.79
649275,5.17,-8.39,0.69,0.18,-0.67,0.10,38.74
649804,2.89,-7.14,-1.43,-0.71,-0.32,0.44,38.74
650331,1.92,-5.71,0.48,0.88,-0.70,-0.84,38.65
650862,1.16,-11.16,-0.68,-0.52,-0.33,0.06,38.74
651391,4.17,-7.86,-0.02,0.43,0.00,-0.41,38.65
651921,3.46,-9.40,-0.15,-0.06,-0.05,-0.09,38.74
652450,4.90,-9.11,0.55,-0.42,0.48,-0.31,38.84
652978,4.98,-8.25,0.73,-0.20,0.11,-0.07,38.74
653509,5.60,-8.17,0.62,-0.14,0.01,-0.03,38.84
654036,5.44,-9.04,0.30,-0.11,-0.00,-0.06,38.69
654611,5.23,-8.08,0.47,-0.12,-0.00,0.00,38.69
655137,5.15,-8.46,0.68,-0.08,0.12,-0.05,38.69
655668,5.42,-8.05,0.74,-0.12,-0.01,-0.02,38.79
656192,5.60,-8.33,0.93,-0.16,-0.03,-0.02,38.88
656723,5.39,-7.90,0.61,-0.15,0.04,-0.04,38.79
657249,5.61,-8.52,0.55,-0.08,0.05,-0.06,38.79
657779,5.44,-8.22,0.42,-0.10,-0.03,-0.03,38.84
658351,5.36,-8.54,0.38,-0.10,0.26,-0.00,38.84
658882,6.42,-8.10,0.43,-0.09,0.10,0.02,38.84
659412,5.13,-8.01,0.17,-0.25,-0.19,-0.04,38.84
659941,6.08,-7.97,0.73,-0.12,0.03,-0.07,38.74
660471,5.96,-8.43,0.56,-0.10,0.09,-0.04,38.84
660999,5.86,-8.48,0.70,-0.10,-0.06,-0.03,38.84
661530,5.51,-8.16,0.46,-0.13,0.02,-0.04,38.65
662057,6.02,-8.19,0.57,-0.15,-0.04,-0.05,38.74
662589,5.96,-7.30,0.79,-0.02,0.03,0.05,38.84
663115,5.80,-7.86,0.57,-0.12,-0.01,-0.01,38.79
663647,5.91,-8.04,0.43,-0.09,-0.01,-0.03,38.79
664171,5.97,-8.04,0.67,-0.05,-0.02,-0.01,38.88
664703,6.22,-8.30,0.67,-0.08,0.02,-0.00,38.79
665227,4.07,-9.65,0.49,0.35,-0.80,0.25,38.88
665758,4.98,-8.99,-0.19,-0.19,0.04,0.02,38.79
666284,4.34,-9.01,-0.24,-0.12,0.02,0.01,38.84
666816,4.31,-8.61,-0.05,-0.11,-0.05,-0.03,38.84
667343,4.47,-8.76,0.06,-0.10,-0.02,-0.02,38.93
667875,4.48,-8.68,0.03,-0.12,-0.02,-0.04,38.84
668403,4.67,-8.71,-0.06,-0.15,0.05,-0.04,38.84
668934,4.87,-7.89,0.12,-0.20,0.64,0.08,38.93
669464,3.19,-6.45,1.11,-0.23,0.80,0.36,38.84
669992,5.33,-7.02,1.53,-0.26,-0.02,0.03,38.84
670523,6.17,-8.64,1.36,-0.13,0.08,-0.11,38.93
671095,4.56,-9.44,0.92,-0.12,-0.09,-0.09,38.84
671625,4.94,-8.10,0.89,-0.07,0.03,-0.01,38.84
672150,5.06,-8.60,0.85,-0.08,-0.02,-0.02,38.98
672681,5.04,-8.47,0.81,-0.13,-0.02,-0.00,38.88
673205,5.32,-8.49,0.88,-0.18,0.16,-0.08,38.88
673774,4.96,-8.32,0.86,0.02,0.03,-0.05,38.98
674300,5.25,-8.26,0.92,-0.25,0.09,-0.05,38.88
674833,5.95,-8.00,1.87,-0.13,0.22,-0.17,38.88
675360,5.32,-8.28,0.94,-0.13,0.17,-0.11,38.98
675890,6.06,-8.10,0.73,-0.37,0.19,-0.12,38.88
676420,4.77,-8.14,2.02,-0.00,-0.12,-0.05,38.88
676949,5.25,-7.92,1.37,-0.10,0.02,0.01,38.93
677479,5.43,-8.30,1.35,-0.13,0.01,-0.01,38.84
678007,5.57,-8.45,1.27,-0.11,-0.03,-0.06,38.93
678538,5.13,-7.80,1.51,-0.14,0.09,-0.05,39.02
679065,4.83,-6.05,1.50,-0.06,-1.26,0.87,39.02
679595,2.74,-6.48,1.98,-0.37,-4.37,0.65,38.93
680121,9.23,-9.53,1.62,-1.70,-0.11,-0.16,39.02
680653,1.80,-9.51,0.76,0.26,0.09,-0.23,38.84
681177,2.92,-8.48,-1.44,-0.82,1.18,-0.52,38.98
681709,4.76,-8.75,0.64,-0.43,3.37,-0.31,38.98
682234,-2.65,-10.93,3.52,-0.52,-1.41,0.12,38.98
682764,5.37,-9.37,2.31,-0.11,-0.78,0.29,39.02
683290,5.12,-6.49,3.01,-0.04,1.12,0.38,38.88
683822,-5.48,-10.86,1.54,-0.83,0.11,1.07,38.88
684349,-3.13,-8.47,1.26,0.50,0.34,0.19,38.88
684881,-2.48,-8.53,1.42,-0.10,-0.16,0.07,38.98
685410,0.77,-7.29,5.63,2.17,0.78,-0.81,39.02
685940,1.35,8.98,10.56,2.73,-0.69,-2.12,38.93
686470,3.84,-7.90,4.44,-0.13,0.43,-0.36,38.93
686998,3.63,-9.00,4.24,-1.11,1.26,-0.91,39.02
687529,3.96,-8.12,4.77,-0.29,0.50,0.08,39.02
688100,2.98,-6.75,5.56,-0.82,0.38,-0.23,38.84
688676,3.62,-8.79,2.77,-0.08,-0.29,-0.05,38.93
689201,2.06,-8.02,3.27,0.14,0.41,0.07,39.02
689732,1.49,-5.11,5.10,0.40,0.33,0.01,38.93
690257,-6.00,-11.23,4.21,1.02,-0.63,-0.83,39.02
690787,4.82,-9.77,2.89,-0.37,0.44,-0.47,39.02
691313,6.95,-8.11,3.65,-0.83,1.31,-0.74,39.02
691846,6.24,-7.08,5.70,-0.18,0.26,-0.07,39.02
692374,3.14,-7.01,3.57,-0.19,0.02,-0.07,39.07
692905,4.43,-8.02,3.90,-0.09,0.04,0.00,39.07
693434,3.92,-7.93,3.78,0.00,-0.02,0.00,39.07
693963,4.40,-8.28,2.99,-0.48,0.57,-0.46,39.07
694493,6.28,-6.63,5.37,-0.05,0.24,-0.00,38.98
695020,5.80,-7.13,4.39,-0.06,-0.19,-0.00,39.17
695552,5.61,-6.71,3.66,-0.16,0.61,0.98,39.17
696078,-1.57,-6.71,-3.72,0.94,4.37,-0.36,39.07
696608,10.12,-7.30,-0.51,2.63,-3.73,1.54,39.07
697134,4.64,-10.01,3.62,0.10,-0.71,-0.26,39.02
697669,4.29,-8.27,3.86,-0.01,0.01,0.04,39.12
698193,3.96,-7.18,3.86,-0.09,-0.04,-0.06,39.02
698724,4.99,-7.94,4.18,-0.04,-0.01,-0.00,39.02
699249,4.77,-8.03,3.97,-0.06,-0.05,-0.01,39.12
699779,5.60,-7.65,4.04,-0.17,0.10,0.00,39.12
700305,4.73,-8.07,4.04,-0.12,-0.02,-0.01,39.12
700837,5.55,-7.89,3.86,-0.08,-0.00,0.01,39.02
701366,4.94,-7.96,3.96,-0.03,-0.01,-0.03,39.02
701896,5.22,-7.84,3.83,-0.12,0.16,-0.01,39.02
702425,5.75,-7.45,3.92,-0.01,-0.26,-0.01,39.07
702954,5.49,-8.28,4.02,0.06,-0.11,0.01,39.12
703531,4.93,-8.68,3.14,0.05,-0.78,0.39,39.07
704058,5.52,-8.27,2.38,0.04,-0.50,0.20,39.07
704634,4.68,-8.66,2.01,0.08,-0.19,-0.04,39.07
705158,4.76,-8.32,2.43,-0.07,0.06,-0.01,39.12
705690,4.87,-8.19,2.42,-0.08,-0.01,-0.03,39.07
706214,4.93,-8.53,2.45,-0.07,0.00,-0.05,38.98
706745,5.36,-8.36,2.48,-0.11,-0.05,-0.00,39.07
707270,5.13,-8.56,2.31,-0.17,-0.06,-0.05,39.07
707799,5.15,-8.39,2.43,-0.13,0.02,-0.03,39.17
708326,4.90,-7.87,2.24,-0.16,0.03,-0.06,39.17
708857,5.35,-8.29,2.43,-0.10,-0.02,0.00,39.07
709387,4.89,-8.12,2.33,-0.08,-0.03,-0.06,39.21
709917,5.22,-8.18,2.42,-0.10,-0.01,-0.00,39.21
710446,5.45,-8.20,2.51,-0.10,-0.07,-0.00,39.21
710974,5.32,-8.18,2.56,-0.11,-0.01,-0.03,39.12
711505,5.23,-8.14,2.58,-0.07,0.02,-0.05,39.12
712032,4.90,-7.49,2.56,-0.15,-0.04,-0.04,39.12
712564,5.24,-8.23,2.43,-0.10,-0.02,-0.02,39.12
713090,5.57,-8.53,2.32,-0.09,-0.06,0.01,39.12
713621,5.29,-8.08,2.47,-0.13,-0.07,-0.08,39.21
714146,5.52,-8.20,2.30,-0.08,0.00,-0.01,39.12
714677,5.22,-8.16,2.33,-0.10,0.00,-0.02,39.12
715202,5.49,-8.01,2.39,-0.12,-0.03,0.00,39.17
715734,5.41,-7.99,2.34,-0.09,0.01,-0.04,39.07
716259,5.71,-8.16,2.47,-0.09,-0.04,0.00,39.12
716789,5.53,-7.98,2.37,-0.07,-0.00,-0.04,39.07
717315,5.54,-8.08,2.24,-0.19,0.10,-0.03,39.17
717848,5.74,-7.20,2.43,-0.31,0.67,-0.24,39.26
718376,5.70,-7.59,3.32,-0.69,1.32,-0.54,39.17
718951,4.37,-6.85,5.43,-0.29,0.61,-0.22,39.17
719481,5.06,-6.78,5.31,-0.23,0.21,-0.14,39.07
720009,5.40,-6.97,5.53,-0.15,0.03,-0.04,39.17
720541,5.21,-6.96,5.24,-0.12,-0.02,-0.03,39.17
721068,5.41,-6.88,5.26,-0.10,0.01,-0.02,39.07
721636,5.59,-6.81,5.25,-0.14,0.02,-0.04,39.17
722161,5.42,-6.84,5.28,-0.12,0.01,-0.03,39.17
722693,5.63,-6.75,5.07,-0.16,0.05,-0.06,39.31
723217,5.36,-6.53,5.16,-0.12,0.01,0.00,39.21
723748,4.75,-6.36,5.20,0.12,-0.48,0.41,39.21
724273,2.95,-6.68,6.06,0.22,0.04,0.98,39.31
724803,2.47,-7.38,1.46,0.04,2.55,-0.34,39.21
725330,-4.85,-8.25,2.03,1.07,-2.05,-0.87,39.21
725863,1.62,-8.89,3.01,-0.62,-1.15,0.69,39.21
726392,4.02,-7.54,3.85,-0.41,-0.10,-0.41,39.31
726922,5.72,-7.64,3.81,-0.03,-0.11,0.02,39.21
727452,7.53,-7.46,2.61,-0.44,0.25,-0.36,39.21
727981,11.09,-7.09,4.46,-0.35,0.26,0.29,39.31
728512,2.49,-7.03,3.72,-0.75,0.08,-0.70,39.31
729039,5.68,-5.96,3.24,-0.50,-0.04,-0.14,39.35
729571,8.63,-8.79,4.94,-0.28,0.61,0.06,39.31
730101,3.56,-7.77,4.01,-0.15,0.26,-0.10,39.26
730632,5.72,-7.98,2.97,-0.44,0.14,-0.06,39.17
731157,4.29,-7.98,3.49,0.03,-0.13,-0.14,39.35
731689,6.55,-7.43,3.05,-0.10,-0.09,0.00,39.26
732215,6.25,-6.30,2.82,-0.20,-0.12,0.01,39.26
732746,4.34,-9.60,1.10,-0.26,-0.28,0.32,39.26
733271,4.14,-10.20,0.54,0.56,-1.25,0.22,39.26
733845,7.35,-6.96,1.59,-0.19,0.26,0.26,39.35
734374,15.18,-9.31,-1.90,-0.63,0.30,-0.77,39.35
734904,6.57,-8.45,1.59,-0.72,0.40,-0.15,39.35
735433,6.63,-8.12,1.19,-0.18,0.30,0.11,39.35
735962,4.95,-8.32,2.05,-0.09,-0.09,-0.04,39.35
736492,6.20,-6.58,1.71,-0.22,0.08,-0.32,39.35
737020,8.32,-7.98,2.66,-0.18,0.22,-0.00,39.26
737552,6.80,-7.15,2.57,-0.13,0.06,-0.06,39.31
738124,6.51,-7.22,2.63,-0.07,-0.02,-0.01,39.26
738656,6.51,-7.21,2.49,-0.10,0.09,-0.00,39.31
739180,7.42,-7.66,2.56,-0.08,-0.01,-0.01,39.40
739712,6.64,-7.35,2.65,-0.12,0.01,-0.03,39.31
740237,6.83,-7.07,2.40,-0.10,-0.01,-0.02,39.31
740768,6.65,-7.02,2.31,-0.11,-0.01,-0.03,39.40
741294,7.06,-6.90,2.44,-0.11,0.05,0.01,39.31
741826,6.49,-7.00,2.39,-0.06,-0.05,-0.03,39.40
742353,6.79,-6.96,2.36,-0.14,-0.04,-0.06,39.40
742885,7.18,-7.55,2.15,-0.14,-0.03,-0.02,39.31
743414,7.76,-7.41,2.02,-0.11,-0.08,-0.01,39.40
743945,6.95,-7.08,2.00,-0.10,0.00,-0.03,39.40
744475,6.86,-7.23,2.03,-0.10,-0.00,-0.01,39.40
745003,7.15,-6.72,2.07,-0.10,-0.01,-0.03,39.40
745534,7.02,-6.95,1.92,-0.10,-0.01,-0.03,39.31
746061,5.99,-6.58,1.78,-0.15,0.00,-0.01,39.45
746594,7.40,-7.00,1.85,-0.06,-0.11,-0.01,39.45
747121,7.14,-6.72,1.99,-0.08,0.07,-0.02,39.40
747652,6.85,-7.10,1.77,-0.08,-0.00,-0.00,39.35
748176,7.01,-6.83,1.83,-0.15,0.05,-0.04,39.45
748708,7.07,-6.97,1.74,-0.14,-0.03,-0.03,39.45
749271,7.03,-6.98,1.74,-0.09,-0.02,-0.03,39.31
749802,6.55,-6.73,1.70,-0.16,-0.03,-0.00,39.35
750329,7.08,-6.86,1.74,-0.15,0.04,-0.02,39.45
750862,7.21,-6.95,1.78,-0.07,0.02,0.01,39.35
751390,7.04,-6.91,1.67,-0.09,-0.02,-0.01,39.45
751920,7.10,-6.86,1.76,-0.10,-0.01,-0.02,39.35
752450,7.06,-7.04,1.70,-0.12,0.01,-0.02,39.45
752979,7.08,-6.90,1.63,-0.14,0.01,-0.02,39.45
753510,7.23,-6.71,1.70,-0.12,-0.02,-0.03,39.35
754037,7.23,-6.86,1.56,-0.13,-0.01,-0.03,39.45
754569,7.50,-6.71,1.52,-0.09,-0.02,0.01,39.35
755142,7.27,-6.49,1.69,-0.08,0.02,-0.04,39.45
755673,7.23,-6.62,1.66,-0.12,-0.01,-0.02,39.45
756197,7.37,-6.68,1.54,-0.12,-0.01,-0.02,39.45
756728,7.35,-6.78,1.63,-0.09,-0.02,-0.01,39.54
757253,7.64,-6.92,1.68,-0.05,-0.14,0.03,39.49
757783,7.00,-6.84,1.42,-0.14,0.06,-0.04,39.49
758309,7.35,-6.71,1.57,-0.11,-0.01,-0.02,39.49
758841,7.49,-6.54,1.37,-0.10,0.00,0.00,39.40
759370,8.09,-6.93,1.54,-0.14,0.07,-0.03,39.40
