Time(ms),Latitude,Longitude,Altitude,Speed,UTC_Time,Date,Sats,Direction
701907,-16.581282,-49.302119,728.10,0.13,14:20:24,91224,9,193.41
702436,-16.581282,-49.302119,728.00,0.11,14:20:25,91224,9,193.41
702966,-16.581282,-49.302119,728.00,0.11,14:20:25,91224,9,193.41
703542,-16.581284,-49.302119,728.10,0.26,14:20:26,91224,9,193.41
704069,-16.581284,-49.302119,728.10,0.26,14:20:26,91224,9,193.41
704645,-16.581285,-49.302119,728.00,0.46,14:20:27,91224,9,193.41
705168,-16.581285,-49.302119,728.00,0.46,14:20:27,91224,9,193.41
705701,-16.581287,-49.302118,728.20,0.56,14:20:28,91224,9,193.41
706225,-16.581287,-49.302118,728.20,0.56,14:20:28,91224,9,193.41
706756,-16.581287,-49.302118,728.60,0.13,14:20:29,91224,9,193.41
707281,-16.581287,-49.302119,728.60,0.09,14:20:30,91224,9,193.41
707810,-16.581287,-49.302119,728.90,0.09,14:20:30,91224,9,193.41
708337,-16.581286,-49.302120,728.90,0.31,14:20:31,91224,9,193.41
708869,-16.581286,-49.302120,729.00,0.31,14:20:31,91224,9,193.41
709397,-16.581285,-49.302120,729.30,0.06,14:20:32,91224,9,193.41
709927,-16.581285,-49.302120,729.30,0.06,14:20:32,91224,9,193.41
710456,-16.581286,-49.302120,729.50,0.15,14:20:33,91224,9,193.41
710984,-16.581286,-49.302120,729.50,0.15,14:20:33,91224,9,193.41
711515,-16.581287,-49.302120,729.90,0.26,14:20:34,91224,9,193.41
712042,-16.581287,-49.302120,729.90,0.26,14:20:34,91224,9,193.41
712574,-16.581288,-49.302120,730.10,0.76,14:20:35,91224,9,193.41
713100,-16.581288,-49.302120,730.10,0.76,14:20:35,91224,9,193.41
713631,-16.581288,-49.302119,730.30,0.74,14:20:36,91224,9,193.41
714156,-16.581288,-49.302119,730.30,0.74,14:20:36,91224,9,193.41
714689,-16.581289,-49.302119,730.40,0.09,14:20:37,91224,9,193.41
715213,-16.581289,-49.302119,730.40,0.09,14:20:37,91224,9,193.41
715745,-16.581288,-49.302118,730.70,0.09,14:20:38,91224,9,193.41
716270,-16.581287,-49.302118,730.70,0.33,14:20:39,91224,9,193.41
716800,-16.581287,-49.302118,730.70,0.33,14:20:39,91224,9,193.41
717326,-16.581286,-49.302118,730.70,0.59,14:20:40,91224,9,193.41
717859,-16.581286,-49.302118,730.90,0.59,14:20:40,91224,9,193.41
718431,-16.581287,-49.302117,730.90,0.39,14:20:41,91224,9,193.41
718962,-16.581287,-49.302117,730.90,0.39,14:20:41,91224,9,193.41
719492,-16.581288,-49.302118,730.80,1.20,14:20:42,91224,9,193.41
720021,-16.581288,-49.302118,730.80,1.20,14:20:42,91224,9,193.41
720551,-16.581289,-49.302118,730.70,0.02,14:20:43,91224,9,193.41
721116,-16.581289,-49.302118,730.70,0.02,14:20:43,91224,9,193.41
721646,-16.581287,-49.302119,730.70,0.22,14:20:44,91224,9,193.41
722172,-16.581287,-49.302119,730.70,0.22,14:20:44,91224,9,193.41
722704,-16.581285,-49.302120,731.00,0.13,14:20:45,91224,9,193.41
723228,-16.581285,-49.302120,731.00,0.13,14:20:45,91224,9,193.41
723759,-16.581283,-49.302120,731.20,0.06,14:20:46,91224,9,193.41
724284,-16.581282,-49.302120,731.20,0.11,14:20:47,91224,9,193.41
724814,-16.581282,-49.302120,731.40,0.11,14:20:47,91224,9,193.41
725341,-16.581284,-49.302122,731.40,1.26,14:20:48,91224,9,193.41
725875,-16.581284,-49.302122,731.30,1.26,14:20:48,91224,9,193.41
726403,-16.581285,-49.302121,731.40,0.94,14:20:49,91224,8,193.41
726933,-16.581285,-49.302121,731.40,0.94,14:20:49,91224,8,193.41
727463,-16.581284,-49.302121,731.50,0.74,14:20:50,91224,9,193.41
727992,-16.581284,-49.302121,731.50,0.74,14:20:50,91224,9,193.41
728523,-16.581283,-49.302121,731.40,0.24,14:20:51,91224,9,193.41
729050,-16.581283,-49.302121,731.40,0.24,14:20:51,91224,9,193.41
729582,-16.581277,-49.302124,731.20,2.93,14:20:52,91224,9,297.33
730112,-16.581277,-49.302124,731.20,2.93,14:20:52,91224,9,297.33
730643,-16.581271,-49.302126,731.00,2.87,14:20:53,91224,9,315.71
731168,-16.581271,-49.302126,731.00,2.87,14:20:53,91224,9,315.71
731701,-16.581265,-49.302125,730.80,2.06,14:20:54,91224,9,353.66
732225,-16.581265,-49.302125,730.80,2.06,14:20:54,91224,9,353.66
732756,-16.581263,-49.302125,730.60,1.30,14:20:55,91224,9,353.66
733281,-16.581262,-49.302124,730.60,0.57,14:20:56,91224,9,353.66
733855,-16.581262,-49.302124,730.50,0.57,14:20:56,91224,9,353.66
734384,-16.581262,-49.302125,730.40,0.39,14:20:57,91224,9,353.66
734914,-16.581262,-49.302125,730.40,0.39,14:20:57,91224,9,353.66
735443,-16.581264,-49.302123,730.50,1.59,14:20:58,91224,9,353.66
735972,-16.581264,-49.302123,730.50,1.59,14:20:58,91224,9,353.66
736502,-16.581265,-49.302122,730.50,0.02,14:20:59,91224,9,353.66
737030,-16.581265,-49.302122,730.50,0.02,14:20:59,91224,9,353.66
737563,-16.581265,-49.302123,730.70,0.52,14:21:0,91224,9,353.66
738135,-16.581265,-49.302123,730.70,0.52,14:21:0,91224,9,353.66
738667,-16.581265,-49.302125,730.90,0.33,14:21:1,91224,9,353.66
739191,-16.581265,-49.302125,730.90,0.33,14:21:1,91224,9,353.66
739723,-16.581266,-49.302125,731.00,0.13,14:21:2,91224,9,353.66
740248,-16.581266,-49.302125,731.00,0.13,14:21:2,91224,9,353.66
740779,-16.581267,-49.302126,730.90,0.13,14:21:3,91224,9,353.66
741305,-16.581268,-49.302127,730.90,0.41,14:21:4,91224,9,353.66
741837,-16.581268,-49.302127,731.00,0.41,14:21:4,91224,9,353.66
742364,-16.581269,-49.302127,731.00,0.24,14:21:5,91224,9,353.66
742896,-16.581269,-49.302127,730.90,0.24,14:21:5,91224,9,353.66
743426,-16.581269,-49.302128,731.10,0.09,14:21:6,91224,9,353.66
743956,-16.581269,-49.302128,731.10,0.09,14:21:6,91224,9,353.66
744486,-16.581270,-49.302129,731.10,0.07,14:21:7,91224,9,353.66
745014,-16.581270,-49.302129,731.10,0.07,14:21:7,91224,9,353.66
745545,-16.581270,-49.302130,731.20,0.19,14:21:8,91224,9,353.66
746072,-16.581270,-49.302130,731.20,0.19,14:21:8,91224,9,353.66
746605,-16.581270,-49.302130,731.30,0.46,14:21:9,91224,9,353.66
747132,-16.581270,-49.302130,731.30,0.46,14:21:9,91224,9,353.66
747663,-16.581270,-49.302131,731.40,0.28,14:21:10,91224,9,353.66
748187,-16.581270,-49.302131,731.40,0.28,14:21:10,91224,9,353.66
748756,-16.581271,-49.302132,731.40,0.13,14:21:11,91224,9,353.66
749283,-16.581271,-49.302132,731.40,0.19,14:21:12,91224,9,353.66
749813,-16.581271,-49.302132,731.40,0.19,14:21:12,91224,9,353.66
750340,-16.581271,-49.302132,731.40,0.46,14:21:13,91224,9,353.66
750873,-16.581271,-49.302132,731.50,0.46,14:21:13,91224,9,353.66
751401,-16.581271,-49.302133,731.40,0.56,14:21:14,91224,9,353.66
751931,-16.581271,-49.302133,731.40,0.56,14:21:14,91224,9,353.66
752461,-16.581271,-49.302134,731.40,0.07,14:21:15,91224,9,353.66
752989,-16.581271,-49.302134,731.40,0.07,14:21:15,91224,9,353.66
753521,-16.581272,-49.302134,731.30,0.00,14:21:16,91224,9,353.66
754048,-16.581272,-49.302134,731.30,0.00,14:21:16,91224,9,353.66
754626,-16.581272,-49.302134,731.20,0.39,14:21:17,91224,9,353.66
755152,-16.581272,-49.302134,731.20,0.39,14:21:17,91224,9,353.66
755683,-16.581272,-49.302134,731.10,0.50,14:21:18,91224,9,353.66
756207,-16.581272,-49.302134,731.10,0.50,14:21:18,91224,9,353.66
756738,-16.581272,-49.302134,731.00,0.11,14:21:19,91224,9,353.66
757263,-16.581272,-49.302134,731.00,0.11,14:21:19,91224,9,353.66
757793,-16.581272,-49.302127,730.20,1.65,14:21:20,91224,9,36.84
758319,-16.581273,-49.302126,730.20,0.20,14:21:21,91224,9,36.84
758851,-16.581273,-49.302126,730.10,0.20,14:21:21,91224,9,36.84
759380,-16.581274,-49.302126,730.10,0.13,14:21:22,91224,9,36.84
759910,-16.581274,-49.302126,730.00,0.13,14:21:22,91224,9,36.84
760441,-16.581274,-49.302127,729.90,0.24,14:21:23,91224,9,36.84
760970,-16.581274,-49.302127,729.90,0.24,14:21:23,91224,9,36.84
761499,-16.581275,-49.302127,729.90,0.35,14:21:24,91224,9,36.84
762028,-16.581275,-49.302127,729.90,0.35,14:21:24,91224,9,36.84
762559,-16.581275,-49.302127,730.00,0.28,14:21:25,91224,9,36.84
763086,-16.581275,-49.302127,730.00,0.28,14:21:25,91224,9,36.84
763661,-16.581275,-49.302127,730.10,0.19,14:21:26,91224,10,36.84
764187,-16.581275,-49.302127,730.10,0.19,14:21:26,91224,10,36.84
764719,-16.581275,-49.302127,730.20,0.13,14:21:27,91224,10,36.84
765244,-16.581275,-49.302127,730.20,0.13,14:21:27,91224,10,36.84
765775,-16.581275,-49.302129,730.50,0.20,14:21:28,91224,10,36.84
766302,-16.581277,-49.302130,730.50,1.24,14:21:29,91224,10,36.84
766831,-16.581277,-49.302130,730.30,1.24,14:21:29,91224,10,36.84
767358,-16.581277,-49.302130,730.30,0.81,14:21:30,91224,10,36.84
767888,-16.581277,-49.302130,730.50,0.81,14:21:30,91224,8,36.84
768416,-16.581276,-49.302130,730.50,0.52,14:21:31,91224,10,36.84
768946,-16.581276,-49.302130,730.50,0.52,14:21:31,91224,10,36.84
769476,-16.581273,-49.302130,730.50,0.46,14:21:32,91224,10,36.84
770005,-16.581273,-49.302130,730.50,0.46,14:21:32,91224,10,36.84
770536,-16.581272,-49.302130,730.30,0.15,14:21:33,91224,10,36.84
771063,-16.581272,-49.302130,730.30,0.15,14:21:33,91224,10,36.84
771639,-16.581271,-49.302129,730.00,0.31,14:21:34,91224,10,36.84
772165,-16.581271,-49.302129,730.00,0.31,14:21:34,91224,10,36.84
772697,-16.581272,-49.302127,729.60,0.35,14:21:35,91224,10,36.84
773221,-16.581272,-49.302127,729.60,0.35,14:21:35,91224,10,36.84
773752,-16.581271,-49.302125,729.40,1.09,14:21:36,91224,10,36.84
774277,-16.581267,-49.302127,729.40,2.78,14:21:37,91224,10,36.84
774807,-16.581267,-49.302127,729.20,2.78,14:21:37,91224,10,36.84
775333,-16.581268,-49.302128,729.20,0.52,14:21:38,91224,10,36.84
775866,-16.581268,-49.302128,729.10,0.52,14:21:38,91224,10,36.84
776394,-16.581268,-49.302129,729.10,0.04,14:21:39,91224,10,36.84
776925,-16.581268,-49.302129,729.10,0.04,14:21:39,91224,10,36.84
777454,-16.581269,-49.302129,729.20,0.07,14:21:40,91224,10,36.84
777983,-16.581269,-49.302129,729.20,0.07,14:21:40,91224,10,36.84
778513,-16.581269,-49.302130,729.10,0.15,14:21:41,91224,10,36.84
779079,-16.581269,-49.302130,729.10,0.15,14:21:41,91224,10,36.84
779608,-16.581270,-49.302130,729.10,0.02,14:21:42,91224,10,36.84
780135,-16.581270,-49.302130,729.10,0.02,14:21:42,91224,10,36.84
780666,-16.581271,-49.302131,729.20,0.44,14:21:43,91224,10,36.84
781190,-16.581271,-49.302131,729.20,0.44,14:21:43,91224,10,36.84
781722,-16.581272,-49.302131,729.30,0.09,14:21:44,91224,10,36.84
782247,-16.581272,-49.302131,729.30,0.09,14:21:44,91224,10,36.84
782778,-16.581273,-49.302130,729.20,0.17,14:21:45,91224,10,36.84
783304,-16.581274,-49.302129,729.20,0.06,14:21:46,91224,10,36.84
783836,-16.581274,-49.302129,729.20,0.06,14:21:46,91224,10,36.84
784365,-16.581274,-49.302129,729.20,0.26,14:21:47,91224,10,36.84
784896,-16.581274,-49.302129,729.20,0.26,14:21:47,91224,10,36.84
785424,-16.581274,-49.302129,729.20,0.20,14:21:48,91224,10,36.84
785955,-16.581274,-49.302129,729.20,0.20,14:21:48,91224,10,36.84
786485,-16.581273,-49.302130,729.20,0.07,14:21:49,91224,10,36.84
787014,-16.581273,-49.302130,729.20,0.07,14:21:49,91224,10,36.84
787545,-16.581273,-49.302130,729.20,0.20,14:21:50,91224,10,36.84
788118,-16.581273,-49.302130,729.20,0.20,14:21:50,91224,10,36.84
788648,-16.581269,-49.302129,729.30,2.35,14:21:51,91224,10,20.23
789174,-16.581269,-49.302129,729.30,2.35,14:21:51,91224,10,20.23
789707,-16.581264,-49.302127,729.10,1.94,14:21:52,91224,10,24.33
790232,-16.581264,-49.302127,729.10,1.94,14:21:52,91224,10,24.33
790763,-16.581258,-49.302126,729.00,3.17,14:21:53,91224,10,12.04
791289,-16.581247,-49.302124,729.00,4.35,14:21:54,91224,10,14.39
791819,-16.581247,-49.302124,729.10,4.35,14:21:54,91224,10,14.39
792347,-16.581239,-49.302120,729.10,3.50,14:21:55,91224,10,17.45
792879,-16.581239,-49.302120,728.90,3.50,14:21:55,91224,10,17.45
793407,-16.581231,-49.302120,728.60,3.20,14:21:56,91224,10,4.52
793938,-16.581231,-49.302120,728.60,3.20,14:21:56,91224,10,4.52
794507,-16.581222,-49.302121,728.70,3.56,14:21:57,91224,10,355.83
795035,-16.581222,-49.302121,728.70,3.56,14:21:57,91224,10,355.83
795568,-16.581213,-49.302123,728.80,3.35,14:21:58,91224,10,354.83
796095,-16.581213,-49.302123,728.80,3.35,14:21:58,91224,10,354.83
796626,-16.581206,-49.302124,728.90,2.61,14:21:59,91224,10,354.83
797152,-16.581206,-49.302124,728.90,2.61,14:21:59,91224,10,354.83
797683,-16.581204,-49.302125,729.20,0.46,14:22:0,91224,10,354.83
798207,-16.581204,-49.302125,729.20,0.46,14:22:0,91224,10,354.83
798739,-16.581205,-49.302125,729.00,0.19,14:22:1,91224,10,354.83
799264,-16.581207,-49.302125,729.00,0.78,14:22:2,91224,10,354.83
799795,-16.581207,-49.302125,729.10,0.78,14:22:2,91224,10,354.83
800321,-16.581209,-49.302128,729.10,1.87,14:22:3,91224,10,354.83
800855,-16.581209,-49.302128,729.40,1.87,14:22:3,91224,10,354.83
801383,-16.581210,-49.302131,729.60,1.30,14:22:4,91224,10,354.83
801914,-16.581210,-49.302131,729.60,1.30,14:22:4,91224,10,354.83
802443,-16.581210,-49.302136,729.80,2.24,14:22:5,91224,8,306.17
802972,-16.581210,-49.302136,729.80,2.24,14:22:5,91224,8,306.17
803502,-16.581227,-49.302143,729.90,9.50,14:22:6,91224,9,212.22
804030,-16.581227,-49.302143,729.90,9.50,14:22:6,91224,9,212.22
804562,-16.581232,-49.302144,730.20,1.28,14:22:7,91224,9,212.22
805127,-16.581232,-49.302144,730.20,1.28,14:22:7,91224,9,212.22
805657,-16.581231,-49.302143,730.10,0.50,14:22:8,91224,10,212.22
806181,-16.581231,-49.302143,730.10,0.50,14:22:8,91224,10,212.22
806715,-16.581228,-49.302142,729.80,0.52,14:22:9,91224,10,212.22
807239,-16.581228,-49.302142,729.80,0.52,14:22:9,91224,10,212.22
807770,-16.581228,-49.302141,729.90,0.65,14:22:10,91224,10,212.22
808296,-16.581226,-49.302140,729.90,0.09,14:22:11,91224,10,212.22
808826,-16.581226,-49.302140,730.20,0.09,14:22:11,91224,9,212.22
809392,-16.581226,-49.302136,729.80,1.63,14:22:12,91224,8,212.22
809922,-16.581226,-49.302136,729.80,1.63,14:22:12,91224,8,212.22
810450,-16.581229,-49.302136,729.90,1.24,14:22:13,91224,8,212.22
810980,-16.581229,-49.302136,729.90,1.24,14:22:13,91224,8,212.22
811510,-16.581228,-49.302137,730.20,0.69,14:22:14,91224,9,212.22
812039,-16.581228,-49.302137,730.20,0.69,14:22:14,91224,9,212.22
812572,-16.581227,-49.302136,730.50,0.65,14:22:15,91224,9,212.22
813100,-16.581227,-49.302136,730.50,0.65,14:22:15,91224,9,212.22
813629,-16.581226,-49.302135,730.70,0.11,14:22:16,91224,9,212.22
814155,-16.581226,-49.302135,730.70,0.11,14:22:16,91224,9,212.22
814686,-16.581226,-49.302136,731.10,0.74,14:22:17,91224,9,212.22
815211,-16.581226,-49.302136,731.10,0.74,14:22:17,91224,9,212.22
815742,-16.581224,-49.302136,731.10,0.74,14:22:18,91224,8,212.22
816267,-16.581224,-49.302136,731.10,0.09,14:22:19,91224,8,212.22
816797,-16.581224,-49.302136,730.50,0.09,14:22:19,91224,9,212.22
817324,-16.581224,-49.302135,730.50,0.30,14:22:20,91224,9,212.22
817856,-16.581224,-49.302135,730.80,0.30,14:22:20,91224,9,212.22
818385,-16.581224,-49.302134,730.70,0.35,14:22:21,91224,7,212.22
818914,-16.581224,-49.302134,730.70,0.35,14:22:21,91224,7,212.22
819444,-16.581224,-49.302133,731.00,0.61,14:22:22,91224,8,212.22
819973,-16.581224,-49.302133,731.00,0.61,14:22:22,91224,8,212.22
820503,-16.581225,-49.302133,731.00,0.33,14:22:23,91224,8,212.22
821032,-16.581225,-49.302133,731.00,0.33,14:22:23,91224,8,212.22
821602,-16.581226,-49.302132,731.30,0.09,14:22:24,91224,8,212.22
822129,-16.581226,-49.302132,731.30,0.09,14:22:24,91224,8,212.22
822659,-16.581226,-49.302132,731.50,0.48,14:22:25,91224,8,212.22
823183,-16.581226,-49.302132,731.50,0.48,14:22:25,91224,8,212.22
823715,-16.581225,-49.302131,731.60,0.57,14:22:26,91224,8,212.22
824285,-16.581225,-49.302131,731.60,0.57,14:22:26,91224,8,212.22
824815,-16.581226,-49.302131,731.80,0.28,14:22:27,91224,8,212.22
825343,-16.581227,-49.302132,731.80,0.57,14:22:28,91224,8,212.22
825874,-16.581227,-49.302132,732.10,0.57,14:22:28,91224,8,212.22
826402,-16.581226,-49.302133,731.90,0.31,14:22:29,91224,9,212.22
826932,-16.581226,-49.302133,731.90,0.31,14:22:29,91224,9,212.22
827462,-16.581226,-49.302132,732.00,1.02,14:22:30,91224,8,212.22
827990,-16.581226,-49.302132,732.00,1.02,14:22:30,91224,8,212.22
828521,-16.581227,-49.302136,732.00,1.69,14:22:31,91224,10,212.22
829049,-16.581227,-49.302136,732.00,1.69,14:22:31,91224,10,212.22
829582,-16.581228,-49.302136,732.10,0.06,14:22:32,91224,10,212.22
830109,-16.581228,-49.302136,732.10,0.06,14:22:32,91224,10,212.22
830639,-16.581228,-49.302140,731.90,1.06,14:22:33,91224,9,212.22
831164,-16.581228,-49.302140,731.90,1.06,14:22:33,91224,9,212.22
831697,-16.581229,-49.302141,732.10,1.15,14:22:34,91224,9,212.22
832221,-16.581229,-49.302141,732.10,1.15,14:22:34,91224,9,212.22
832753,-16.581229,-49.302143,732.30,0.80,14:22:35,91224,8,212.22
833278,-16.581230,-49.302144,732.30,0.41,14:22:36,91224,8,212.22
833809,-16.581230,-49.302144,732.70,0.41,14:22:36,91224,9,212.22
834335,-16.581231,-49.302144,732.70,0.41,14:22:37,91224,9,212.22
834868,-16.581231,-49.302144,732.70,0.41,14:22:37,91224,9,212.22
835396,-16.581233,-49.302144,733.00,0.69,14:22:38,91224,8,212.22
835927,-16.581233,-49.302144,733.00,0.69,14:22:38,91224,8,212.22
836457,-16.581234,-49.302144,733.00,0.89,14:22:39,91224,8,212.22
836986,-16.581234,-49.302144,733.00,0.89,14:22:39,91224,8,212.22
837518,-16.581233,-49.302143,732.80,0.44,14:22:40,91224,8,212.22
838045,-16.581233,-49.302143,732.80,0.44,14:22:40,91224,8,212.22
838620,-16.581231,-49.302142,732.60,0.37,14:22:41,91224,10,212.22
839145,-16.581231,-49.302142,732.60,0.37,14:22:41,91224,10,212.22
839722,-16.581230,-49.302142,732.30,0.11,14:22:42,91224,8,212.22
840247,-16.581230,-49.302142,732.30,0.11,14:22:42,91224,8,212.22
840778,-16.581227,-49.302142,731.90,0.04,14:22:43,91224,8,212.22
841304,-16.581226,-49.302142,731.90,0.44,14:22:44,91224,8,212.22
841835,-16.581226,-49.302142,731.60,0.44,14:22:44,91224,9,212.22
842362,-16.581223,-49.302143,731.60,0.06,14:22:45,91224,9,212.22
842894,-16.581223,-49.302143,731.60,0.06,14:22:45,91224,9,212.22
843423,-16.581223,-49.302140,731.80,1.94,14:22:46,91224,10,212.22
843953,-16.581223,-49.302140,731.80,1.94,14:22:46,91224,10,212.22
844482,-16.581222,-49.302139,731.80,0.44,14:22:47,91224,9,212.22
845011,-16.581222,-49.302139,731.80,0.44,14:22:47,91224,9,212.22
845542,-16.581222,-49.302139,732.00,0.56,14:22:48,91224,10,212.22
846071,-16.581222,-49.302139,732.00,0.56,14:22:48,91224,10,212.22
846604,-16.581223,-49.302138,732.50,0.81,14:22:49,91224,9,212.22
847130,-16.581223,-49.302138,732.50,0.81,14:22:49,91224,9,212.22
847661,-16.581222,-49.302139,732.80,0.63,14:22:50,91224,9,212.22
848185,-16.581222,-49.302139,732.80,0.63,14:22:50,91224,9,212.22
848717,-16.581222,-49.302140,732.90,0.41,14:22:51,91224,9,212.22
849242,-16.581222,-49.302140,732.90,0.41,14:22:51,91224,9,212.22
849773,-16.581219,-49.302141,732.80,0.37,14:22:52,91224,9,212.22
850300,-16.581218,-49.302143,732.80,0.54,14:22:53,91224,9,212.22
850829,-16.581218,-49.302143,732.80,0.54,14:22:53,91224,9,212.22
851356,-16.581219,-49.302144,732.80,0.33,14:22:54,91224,9,212.22
851887,-16.581219,-49.302144,733.00,0.33,14:22:54,91224,8,212.22
852415,-16.581219,-49.302145,733.10,0.19,14:22:55,91224,8,212.22
852947,-16.581219,-49.302145,733.10,0.19,14:22:55,91224,8,212.22
853477,-16.581219,-49.302145,733.20,0.46,14:22:56,91224,9,212.22
854006,-16.581219,-49.302145,733.20,0.46,14:22:56,91224,9,212.22
854583,-16.581220,-49.302146,733.50,0.80,14:22:57,91224,9,212.22
855153,-16.581220,-49.302146,733.50,0.80,14:22:57,91224,9,212.22
855685,-16.581219,-49.302146,733.70,0.43,14:22:58,91224,8,212.22
856209,-16.581219,-49.302146,733.70,0.43,14:22:58,91224,8,212.22
856741,-16.581218,-49.302147,734.00,0.22,14:22:59,91224,9,212.22
857266,-16.581216,-49.302147,734.00,0.13,14:23:0,91224,9,212.22
857796,-16.581216,-49.302147,734.20,0.13,14:23:0,91224,10,212.22
858323,-16.581218,-49.302148,734.20,0.85,14:23:1,91224,10,212.22
858856,-16.581218,-49.302148,734.60,0.85,14:23:1,91224,10,212.22
859384,-16.581215,-49.302149,734.40,0.67,14:23:2,91224,10,212.22
859915,-16.581215,-49.302149,734.40,0.67,14:23:2,91224,10,212.22
860444,-16.581213,-49.302150,734.50,0.15,14:23:3,91224,10,212.22
860974,-16.581213,-49.302150,734.50,0.15,14:23:3,91224,10,212.22
861505,-16.581210,-49.302151,734.20,0.28,14:23:4,91224,9,212.22
862033,-16.581210,-49.302151,734.20,0.28,14:23:4,91224,9,212.22
862568,-16.581209,-49.302151,734.30,0.20,14:23:5,91224,9,212.22
863095,-16.581209,-49.302151,734.30,0.20,14:23:5,91224,9,212.22
863625,-16.581211,-49.302151,734.40,0.30,14:23:6,91224,9,212.22
864150,-16.581211,-49.302151,734.40,0.30,14:23:6,91224,9,212.22
864683,-16.581213,-49.302150,734.60,0.04,14:23:7,91224,9,212.22
865208,-16.581213,-49.302150,734.60,0.04,14:23:7,91224,9,212.22
865740,-16.581215,-49.302149,735.00,0.56,14:23:8,91224,9,212.22
866265,-16.581215,-49.302149,735.00,0.56,14:23:8,91224,9,212.22
866797,-16.581214,-49.302149,735.20,0.20,14:23:9,91224,9,212.22
867323,-16.581212,-49.302148,735.20,0.24,14:23:10,91224,9,212.22
867855,-16.581212,-49.302148,735.00,0.24,14:23:10,91224,9,212.22
868383,-16.581210,-49.302147,734.80,0.22,14:23:11,91224,9,212.22
868914,-16.581210,-49.302147,734.80,0.22,14:23:11,91224,9,212.22
869443,-16.581209,-49.302146,734.70,0.20,14:23:12,91224,9,212.22
870010,-16.581209,-49.302146,734.70,0.20,14:23:12,91224,9,212.22
870542,-16.581208,-49.302147,734.40,0.63,14:23:13,91224,9,212.22
871069,-16.581208,-49.302147,734.40,0.63,14:23:13,91224,9,212.22
871601,-16.581208,-49.302147,734.40,0.39,14:23:14,91224,8,212.22
872171,-16.581208,-49.302147,734.40,0.39,14:23:14,91224,8,212.22
872703,-16.581208,-49.302147,734.60,0.35,14:23:15,91224,9,212.22
873227,-16.581208,-49.302147,734.60,0.35,14:23:15,91224,9,212.22
873758,-16.581209,-49.302147,734.80,0.37,14:23:16,91224,8,212.22
874283,-16.581210,-49.302146,734.80,0.04,14:23:17,91224,8,212.22
874814,-16.581210,-49.302146,734.70,0.04,14:23:17,91224,10,212.22
875341,-16.581211,-49.302146,734.70,0.46,14:23:18,91224,10,212.22
875875,-16.581211,-49.302146,734.60,0.46,14:23:18,91224,10,212.22
876403,-16.581211,-49.302145,734.50,0.46,14:23:19,91224,10,212.22
876933,-16.581211,-49.302145,734.50,0.46,14:23:19,91224,10,212.22
877463,-16.581214,-49.302145,734.80,0.57,14:23:20,91224,9,212.22
877992,-16.581214,-49.302145,734.80,0.57,14:23:20,91224,9,212.22
878523,-16.581215,-49.302146,734.90,0.26,14:23:21,91224,9,212.22
879052,-16.581215,-49.302146,734.90,0.26,14:23:21,91224,9,212.22
879584,-16.581212,-49.302144,734.90,1.83,14:23:22,91224,9,212.22
880109,-16.581212,-49.302144,734.90,1.83,14:23:22,91224,9,212.22
880640,-16.581212,-49.302143,734.50,1.17,14:23:23,91224,10,212.22
881164,-16.581212,-49.302143,734.50,1.17,14:23:23,91224,10,212.22
881700,-16.581207,-49.302142,733.90,2.61,14:23:24,91224,10,260.77
882225,-16.581207,-49.302142,733.90,2.61,14:23:24,91224,10,260.77
882757,-16.581206,-49.302143,733.80,0.65,14:23:25,91224,10,260.77
883284,-16.581209,-49.302145,733.80,1.24,14:23:26,91224,10,260.77
883814,-16.581209,-49.302145,733.80,1.24,14:23:26,91224,10,260.77
884341,-16.581211,-49.302144,733.80,0.61,14:23:27,91224,10,260.77
884911,-16.581211,-49.302144,733.80,0.61,14:23:27,91224,10,260.77
885440,-16.581214,-49.302145,733.90,0.56,14:23:28,91224,10,260.77
885970,-16.581214,-49.302145,733.90,0.56,14:23:28,91224,10,260.77
886500,-16.581214,-49.302146,733.90,0.00,14:23:29,91224,9,260.77
887029,-16.581214,-49.302146,733.90,0.00,14:23:29,91224,9,260.77
887561,-16.581216,-49.302146,734.00,0.04,14:23:30,91224,9,260.77
888088,-16.581216,-49.302146,734.00,0.04,14:23:30,91224,9,260.77
888662,-16.581215,-49.302146,733.90,0.44,14:23:31,91224,9,260.77
889188,-16.581215,-49.302146,733.90,0.44,14:23:31,91224,9,260.77
889720,-16.581218,-49.302144,734.10,1.50,14:23:32,91224,10,260.77
890244,-16.581218,-49.302144,734.10,1.50,14:23:32,91224,10,260.77
890775,-16.581217,-49.302142,734.00,0.74,14:23:33,91224,10,260.77
891302,-16.581217,-49.302142,734.00,0.41,14:23:34,91224,10,260.77
891832,-16.581217,-49.302142,734.30,0.41,14:23:34,91224,10,260.77
892359,-16.581216,-49.302143,734.30,0.39,14:23:35,91224,10,260.77
892891,-16.581216,-49.302143,734.10,0.39,14:23:35,91224,10,260.77
893419,-16.581215,-49.302143,734.00,0.43,14:23:36,91224,10,260.77
893949,-16.581215,-49.302143,734.00,0.43,14:23:36,91224,10,260.77
894479,-16.581212,-49.302141,734.00,0.96,14:23:37,91224,10,260.77
895008,-16.581212,-49.302141,734.00,0.96,14:23:37,91224,10,260.77
895540,-16.581213,-49.302141,733.90,0.17,14:23:38,91224,10,260.77
896067,-16.581213,-49.302141,733.90,0.17,14:23:38,91224,10,260.77
896599,-16.581215,-49.302141,733.90,0.04,14:23:39,91224,10,260.77
