UTC_Time,Distancia Acumulada(m)
14:13:15,0.0
14:13:16,0.4932124716350715
14:14:16,15.732903590725348
14:14:16,15.732903590725348
14:14:17,16.066488370563373
14:14:17,16.066488370563373
14:14:18,16.066488370563373
14:14:19,16.30689185082493
14:14:19,16.30689185082493
14:14:20,16.46091033060957
14:14:20,16.46091033060957
14:14:21,16.701313810871124
14:14:21,16.701313810871124
14:14:22,16.947920030161356
14:14:22,16.947920030161356
14:14:23,17.101938510840313
14:14:23,17.101938510840313
14:14:24,17.255956991647157
14:14:24,17.255956991647157
14:14:25,17.49636047550977
14:14:25,17.49636047550977
14:14:26,17.49636047550977
14:14:26,17.49636047550977
14:14:27,17.49636047550977
14:14:28,18.091790838209345
14:14:28,18.091790838209345
14:14:29,18.24580932165667
14:14:29,18.24580932165667
14:14:30,18.24580932165667
14:14:30,18.24580932165667
14:14:31,18.35700424838723
14:14:31,18.35700424838723
14:14:32,18.570146279054903
14:14:32,18.570146279054903
14:14:33,18.783288310400486
14:14:33,18.783288310400486
14:14:34,18.93730679337874
14:14:34,18.93730679337874
14:14:35,19.091325276826062
14:14:35,19.091325276826062
14:14:36,19.197896292159896
14:14:37,19.351914775138148
14:14:37,19.351914775138148
14:14:38,19.46310970186871
14:14:38,19.46310970186871
14:14:39,19.813304200641074
14:14:39,19.813304200641074
14:14:40,20.05991042179239
14:14:40,20.05991042179239
14:14:41,20.171105348522953
14:14:41,20.171105348522953
14:14:42,20.282300275253515
14:14:42,20.282300275253515
14:14:43,20.388871291141182
14:14:43,20.388871291141182
14:14:44,20.388871291141182
14:14:44,20.388871291141182
14:14:45,20.49544230702885
14:14:46,20.6494607900071
14:14:46,20.6494607900071
14:14:47,20.760655716737663
14:14:47,20.760655716737663
14:14:48,21.094240496575686
14:14:48,21.094240496575686
14:14:49,21.427825276413714
14:14:49,21.427825276413714
14:14:50,21.650215129874837
14:14:50,21.650215129874837
14:14:51,21.761410056251737
14:14:51,21.761410056251737
14:14:52,22.09499483608976
14:14:52,22.09499483608976
14:14:53,22.403031810604894
14:14:53,22.403031810604894
14:14:54,22.403031810604894
14:14:55,22.514226737335456
14:14:55,22.514226737335456
14:14:56,22.760832961119494
14:14:56,22.760832961119494
14:14:57,22.914851449718093
14:14:57,22.914851449718093
14:14:58,23.965434951053275
14:14:58,23.965434951053275
14:14:59,24.36129898660462
14:14:59,24.36129898660462
14:15:0,24.515317473245556
14:15:0,24.515317473245556
14:15:1,24.626512399976118
14:15:1,24.626512399976118
14:15:2,24.73770732670668
14:15:2,24.73770732670668
14:15:3,24.978110826663173
14:15:4,25.224717050500832
14:15:4,25.224717050500832
14:15:5,25.82014741996222
14:15:5,25.82014741996222
14:15:6,26.04253727306968
14:15:6,26.04253727306968
14:15:7,26.376122052907704
14:15:7,26.376122052907704
14:15:8,26.530140544019336
14:15:8,26.530140544019336
14:15:9,26.530140544019336
14:15:9,26.530140544019336
14:15:10,27.42606092703278
14:15:10,27.42606092703278
14:15:11,27.95891603828761
14:15:11,27.95891603828761
14:15:12,28.30911053921306
14:15:13,29.048929214767135
14:15:13,29.048929214767135
14:15:14,29.690274870443993
14:15:14,29.690274870443993
14:15:15,30.086138917625096
14:15:15,30.086138917625096
14:15:16,30.33274514547788
14:15:16,30.33274514547788
14:15:17,30.44394007220844
14:15:17,30.44394007220844
14:15:18,30.684343591588558
14:15:18,30.684343591588558
14:15:19,30.93094981944134
14:15:19,30.93094981944134
14:15:20,31.14409188290908
14:15:20,31.14409188290908
14:15:21,31.390698110761864
14:15:22,31.631101628996344
14:15:22,31.631101628996344
14:15:23,31.78512012415387
14:15:23,31.78512012415387
14:15:24,31.939138617904185
14:15:24,31.939138617904185
14:15:25,32.24717560664211
14:15:25,32.24717560664211
14:15:26,32.35837053337267
14:15:26,32.35837053337267
14:15:27,32.469565459749575
14:15:27,32.469565459749575
14:15:28,32.469565459749575
14:15:28,32.469565459749575
14:15:29,32.58076038648014
14:15:29,32.58076038648014
14:15:30,32.6919553132107
14:15:31,32.90509737046223
14:15:31,32.90509737046223
14:15:32,33.2945504558262
14:15:32,33.2945504558262
14:15:33,33.4057453822031
14:15:33,33.4057453822031
14:15:34,33.64614889590834
14:15:34,33.64614889590834
14:15:35,33.800167388936046
14:15:35,33.800167388936046
14:15:36,33.95418588149469
14:15:36,33.95418588149469
14:15:37,34.06538080822525
14:15:37,34.06538080822525
14:15:38,34.415575311004844
14:15:38,34.415575311004844
14:15:39,34.526770237735406
14:15:40,34.63796516446597
14:15:40,34.63796516446597
14:15:41,34.88457139239835
14:15:41,34.88457139239835
14:15:42,35.36537842564728
14:15:42,35.36537842564728
14:15:43,36.10519710798241
14:15:43,36.10519710798241
14:15:44,36.6712935452845
14:15:44,36.6712935452845
14:15:45,37.65771844358511
14:15:45,37.65771844358511
14:15:46,38.43608292999173
14:15:46,38.43608292999173
14:15:47,39.5930823261556
14:15:48,40.3848103769144
14:15:48,40.3848103769144
14:15:49,41.84597367928597
14:15:49,41.84597367928597
14:15:50,42.85238643096172
14:15:50,42.85238643096172
14:15:51,44.523711507427784
14:15:51,44.523711507427784
14:15:52,46.19163540697157
14:15:52,46.19163540697157
14:15:53,47.762887960703665
14:15:53,47.762887960703665
14:15:54,49.35210834715383
14:15:54,49.35210834715383
14:15:55,50.634799459234486
14:15:55,50.634799459234486
14:15:56,51.88300630063713
